,hash,native_id,name,mut,rc,seq_n,dual_inf,rep,submit,duration,realtime,X.cpu,peak_rss,peak_vmem,rchar,wchar,parsed_hours
125,e3/1e31c7,219327.hpcnode0,3seq_s,0.001,1e-06,1000,0.05,3,2019-07-31 15:05:01.494,2h 32m 7s,2h 31m 3s,100.1%,520.1 MB,634.8 MB,437.8 MB,283.7 KB,2.533333333333333
126,8b/4d1bef,219285.hpcnode0,3seq_s,0.01,1e-07,1000,0.05,3,2019-07-31 15:04:58.162,2h 32m 35s,2h 32m 31s,100.0%,520.1 MB,632.8 MB,437.8 MB,286.3 KB,2.55
127,8f/ffe904,219333.hpcnode0,phipack_s,0.001,1e-07,1000,0.05,3,2019-07-31 15:05:01.989,2h 39m 17s,2h 38m 31s,100.1%,16.5 MB,126.5 MB,1.7 MB,2.3 MB,2.65
128,ab/90dcfe,219323.hpcnode0,phipack_s,0.001,1e-07,1000,0.05,1,2019-07-31 15:05:01.149,2h 42m 23s,2h 42m 17s,100.1%,15.8 MB,125.8 MB,1.7 MB,2.2 MB,2.716666666666667
129,80/ec01c1,219329.hpcnode0,phipack_s,0.001,1e-06,1000,0.05,1,2019-07-31 15:05:01.675,2h 44m 32s,2h 44m 28s,100.1%,15.8 MB,125.8 MB,1.7 MB,2.2 MB,2.75
130,80/703960,219328.hpcnode0,3seq_s,0.01,1e-06,1000,0.05,2,2019-07-31 15:05:01.579,2h 51m 43s,2h 50m 55s,100.1%,520.1 MB,634.8 MB,437.8 MB,319.8 KB,2.85
131,9a/d9f644,219311.hpcnode0,phipack_s,0.01,1e-07,1000,0.05,2,2019-07-31 15:05:00.138,2h 59m 59s,2h 59m 38s,100.1%,26.6 MB,134.8 MB,1.7 MB,3.2 MB,3.0
132,2b/462f94,219304.hpcnode0,phipack_s,0.01,1e-06,1000,0.05,1,2019-07-31 15:04:59.551,3h 44s,3h 7s,100.1%,26.6 MB,134.6 MB,1.7 MB,3.2 MB,3.0166666666666666
133,ea/932016,219305.hpcnode0,phipack_s,0.01,1e-07,1000,0.05,1,2019-07-31 15:04:59.638,3h 44s,2h 59m 55s,100.1%,26.6 MB,134.8 MB,1.7 MB,3.2 MB,3.0
134,9f/de8801,219291.hpcnode0,phipack_s,0.01,1e-06,1000,0.05,3,2019-07-31 15:04:58.559,3h 6m 50s,3h 6m 30s,100.0%,26.6 MB,134.8 MB,1.7 MB,3.2 MB,3.1166666666666667
135,87/b0dcf4,219309.hpcnode0,3seq_s,0.001,1e-06,1000,0.05,2,2019-07-31 15:04:59.972,3h 13m 59s,3h 13m 18s,100.1%,520.1 MB,632.8 MB,437.8 MB,360.4 KB,3.2333333333333334
136,e2/835acc,219336.hpcnode0,3seq_s,0.01,1e-06,1000,0.05,3,2019-07-31 15:05:02.220,3h 16m 7s,3h 14m 9s,100.1%,520.1 MB,632.8 MB,437.8 MB,362 KB,3.25
137,eb/33fcdc,219321.hpcnode0,phipack_s,0.01,1e-06,1000,0.05,2,2019-07-31 15:05:01.006,3h 17m 8s,3h 16m 17s,100.1%,26.6 MB,136.6 MB,1.7 MB,3.2 MB,3.283333333333333
138,76/6ace27,219330.hpcnode0,phipack_s,0.01,1e-07,1000,0.05,3,2019-07-31 15:05:01.736,3h 17m 7s,3h 16m 29s,100.1%,26.6 MB,136.8 MB,1.7 MB,3.2 MB,3.283333333333333
139,a7/24752b,219312.hpcnode0,3seq_s,0.01,1e-07,1000,0.05,2,2019-07-31 15:05:00.227,3h 25m 9s,3h 25m,100.1%,520.1 MB,632.8 MB,437.8 MB,381.6 KB,3.4166666666666665
140,4c/6d7e38,219302.hpcnode0,3seq_s,0.001,1e-07,1000,0.05,2,2019-07-31 15:04:59.337,3h 25m 15s,3h 24m 31s,100.1%,520.2 MB,632.9 MB,437.9 MB,380.8 KB,3.4166666666666665
141,8a/c86e1e,219296.hpcnode0,3seq_s,0.01,1e-07,1000,0.05,1,2019-07-31 15:04:58.882,3h 45m 40s,3h 44m 46s,100.1%,520.1 MB,632.8 MB,437.8 MB,417.5 KB,3.75
142,b1/5ac12a,219308.hpcnode0,3seq_s,0.001,1e-07,1000,0.05,3,2019-07-31 15:04:59.883,3h 49m 59s,3h 49m 59s,100.1%,520.1 MB,632.8 MB,437.8 MB,427 KB,3.833333333333333
143,d9/626184,219306.hpcnode0,3seq_s,0.001,1e-06,1000,0.05,1,2019-07-31 15:04:59.707,3h 55m 59s,3h 55m 36s,100.1%,520.1 MB,632.8 MB,437.8 MB,437.3 KB,3.933333333333333
144,aa/3bf78b,220028.hpcnode0,3seq_s,0.0001,1e-07,10000,0.05,1,2019-08-04 11:19:55.339,1d 13h 24m 49s,1d 13h 24m 1s,100.1%,1.2 GB,1.3 GB,452.3 MB,4 MB,37.416666666666664
145,ce/25623c,220029.hpcnode0,3seq_s,0.0001,1e-07,10000,0.05,3,2019-08-04 11:19:55.430,2d 4h 2s,2d 3h 59m 20s,100.1%,1.2 GB,1.3 GB,452.3 MB,5.5 MB,52.0
146,95/54fbac,220038.hpcnode0,3seq_s,0.0001,1e-06,10000,0.05,3,2019-08-04 11:19:56.219,2d 7h 44m 16s,2d 7h 43m 40s,100.1%,1.2 GB,1.3 GB,452.3 MB,5.9 MB,55.733333333333334
147,0d/e2360b,220035.hpcnode0,3seq_s,0.0001,1e-06,10000,0.05,1,2019-08-04 11:19:55.959,2d 12h 1m 22s,2d 12h 27s,100.1%,1.2 GB,1.3 GB,452.3 MB,6.4 MB,60.016666666666666
148,b0/8f3304,220031.hpcnode0,3seq_s,0.0001,1e-07,10000,0.05,2,2019-08-04 11:19:55.625,2d 13h 1m 33s,2d 13h 45s,100.1%,1.2 GB,1.3 GB,452.3 MB,6.5 MB,61.016666666666666
149,ba/85d2a0,220039.hpcnode0,3seq_s,0.0001,1e-06,10000,0.05,2,2019-08-04 11:19:56.290,2d 15h 25m 27s,2d 15h 25m 11s,100.1%,1.2 GB,1.3 GB,452.3 MB,6.8 MB,63.43333333333333
150,91/0f92eb,220270.hpcnode0,profile_s,0.0001,1e-06,10000,0.05,2,04:58.6,3h 15s,3h 10s,100.10%,49.2 MB,157.3 MB,16.2 MB,6 KB,3.0166666666666666
151,a8/02d236,220271.hpcnode0,profile_s,0.0001,1e-06,10000,0.05,1,04:58.7,3h 1m,3h 56s,100.10%,49.9 MB,158 MB,16.2 MB,6 KB,3.0166666666666666
152,60/7c0147,220280.hpcnode0,profile_s,0.0001,1e-07,10000,0.05,2,04:59.3,3h 2m 44s,3h 2m 3s,100.10%,49.2 MB,157.4 MB,16.2 MB,6 KB,3.05
153,ee/c3a9f3,220273.hpcnode0,profile_s,0.0001,1e-07,10000,0.05,1,04:58.8,3h 3m 5s,3h 2m 41s,100.10%,50 MB,158 MB,16.2 MB,6 KB,3.05
154,30/c66169,220281.hpcnode0,profile_s,0.001,1e-06,10000,0.05,3,04:59.4,3h 4m 49s,3h 4m 4s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.0833333333333335
155,df/3e81a7,220282.hpcnode0,profile_s,0.001,1e-06,10000,0.05,2,04:59.5,3h 8m 59s,3h 8m 34s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.15
156,9f/ad2004,220284.hpcnode0,profile_s,0.001,1e-07,10000,0.05,3,04:59.6,3h 8m 59s,3h 8m 46s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.15
157,50/8d2ddf,220279.hpcnode0,profile_s,0.0001,1e-07,10000,0.05,3,04:59.3,3h 14m 50s,3h 14m 34s,100.10%,49.3 MB,157.4 MB,16.2 MB,6 KB,3.25
158,a9/5e974a,220276.hpcnode0,profile_s,0.0001,1e-06,10000,0.05,3,04:59.0,3h 16m 50s,3h 16m 39s,100.10%,49.9 MB,157.9 MB,16.2 MB,6 KB,3.283333333333333
159,fb/e809f3,220287.hpcnode0,profile_s,0.01,1e-06,10000,0.05,1,04:59.9,3h 20m 9s,3h 19m 33s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.333333333333333
160,f6/e182ab,220277.hpcnode0,profile_s,0.001,1e-06,10000,0.05,1,04:59.1,3h 21m,3h 20m 31s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.35
161,e7/fdacb9,220275.hpcnode0,profile_s,0.001,1e-07,10000,0.05,1,04:59.0,3h 21m 50s,3h 21m 29s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.3666666666666667
162,89/668698,220278.hpcnode0,profile_s,0.001,1e-07,10000,0.05,2,04:59.2,3h 23m 5s,3h 22m 18s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.3833333333333333
163,18/e2bfde,220274.hpcnode0,profile_s,0.01,1e-07,10000,0.05,2,04:58.9,3h 27m 15s,3h 26m 49s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.45
164,1c/61522d,220272.hpcnode0,profile_s,0.01,1e-06,10000,0.05,2,04:58.7,3h 30m 20s,3h 30m 17s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.5166666666666666
165,bf/d0f9d3,220286.hpcnode0,profile_s,0.01,1e-06,10000,0.05,3,04:59.8,3h 30m 19s,3h 30m 16s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.5166666666666666
166,f0/7941c3,220283.hpcnode0,profile_s,0.01,1e-07,10000,0.05,1,04:59.6,3h 32m 9s,3h 31m 42s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.533333333333333
167,6d/b2043e,220285.hpcnode0,profile_s,0.01,1e-07,10000,0.05,3,04:59.7,3h 41m 24s,3h 41m 3s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB,3.7
168,fb/44e5c7,220004.hpcnode0,3seq_s,0.0001,1e-07,2500,0.05,3,2019-08-03 07:46:59.403,54m 49s,54m,100.1%,635.8 MB,748.6 MB,440.2 MB,107.3 KB,0.9
169,ab/188669,220006.hpcnode0,3seq_s,0.0001,1e-06,2500,0.05,2,2019-08-03 07:46:59.549,1h 6m 54s,1h 6m 21s,100.1%,635.8 MB,750.6 MB,440.2 MB,129.8 KB,1.1166666666666667
170,56/b1a926,219997.hpcnode0,3seq_s,0.0001,1e-07,2500,0.05,2,2019-08-03 07:46:58.914,2h 25m 45s,2h 25m 42s,100.1%,635.8 MB,748.6 MB,440.2 MB,273.9 KB,2.433333333333333
171,c6/f40c8c,220000.hpcnode0,3seq_s,0.0001,1e-06,2500,0.05,1,2019-08-03 07:46:59.123,2h 30m 5s,2h 29m 6s,100.1%,635.8 MB,748.6 MB,440.2 MB,280.1 KB,2.5
172,e8/8d13d1,219998.hpcnode0,3seq_s,0.0001,1e-06,2500,0.05,3,2019-08-03 07:46:58.989,2h 50m,2h 49m 58s,100.1%,635.8 MB,748.6 MB,440.2 MB,318 KB,2.833333333333333
173,6b/858e09,219995.hpcnode0,3seq_s,0.0001,1e-07,2500,0.05,1,2019-08-03 07:46:58.786,3h 1m,3h 57s,100.1%,635.8 MB,748.6 MB,440.2 MB,338 KB,3.0166666666666666
174,bb/55ae1c,219993.hpcnode0,3seq_s,0.001,1e-07,2500,0.05,2,2019-08-03 07:46:58.626,1d 8h 30m,1d 8h 29m 55s,100.1%,635.8 MB,748.6 MB,440.2 MB,3.5 MB,32.5
175,d2/618fbc,219994.hpcnode0,3seq_s,0.01,1e-07,2500,0.05,3,2019-08-03 07:46:58.717,1d 9h 44m 50s,1d 9h 44m 46s,100.1%,635.8 MB,748.6 MB,440.2 MB,3.6 MB,33.75
176,fa/abbc7b,219999.hpcnode0,3seq_s,0.001,1e-06,2500,0.05,2,2019-08-03 07:46:59.061,1d 10h 9m 19s,1d 10h 8m 34s,100.1%,635.8 MB,748.6 MB,440.2 MB,3.6 MB,34.15
177,f8/03228b,220002.hpcnode0,3seq_s,0.001,1e-07,2500,0.05,3,2019-08-03 07:46:59.258,1d 10h 57m 39s,1d 10h 56m 49s,100.1%,635.8 MB,748.6 MB,440.2 MB,3.7 MB,34.949999999999996
178,33/e4ce28,220003.hpcnode0,3seq_s,0.01,1e-06,2500,0.05,1,2019-08-03 07:46:59.339,1d 12h 46m 14s,1d 12h 45m 46s,100.1%,635.8 MB,748.6 MB,440.2 MB,3.9 MB,36.766666666666666
179,a3/30f78d,220010.hpcnode0,3seq_s,0.001,1e-06,2500,0.05,1,2019-08-03 07:46:59.841,1d 13h 9m 49s,1d 13h 9m 35s,100.1%,635.8 MB,748.6 MB,440.2 MB,4 MB,37.166666666666664
180,33/fc98a6,219996.hpcnode0,3seq_s,0.001,1e-06,2500,0.05,3,2019-08-03 07:46:58.850,1d 14h 32m 15s,1d 14h 32m 12s,100.1%,635.8 MB,748.6 MB,440.2 MB,4.1 MB,38.55
181,c8/fa449b,220001.hpcnode0,3seq_s,0.01,1e-07,2500,0.05,2,2019-08-03 07:46:59.184,1d 14h 50m 10s,1d 14h 49m 25s,100.1%,635.8 MB,748.6 MB,440.2 MB,4.1 MB,38.833333333333336
182,53/fa4df9,220009.hpcnode0,3seq_s,0.01,1e-06,2500,0.05,3,2019-08-03 07:46:59.762,1d 16h 7m 59s,1d 16h 7m 16s,100.1%,635.8 MB,748.6 MB,440.2 MB,4.3 MB,40.13333333333333
183,23/ceda13,220005.hpcnode0,3seq_s,0.001,1e-07,2500,0.05,1,2019-08-03 07:46:59.466,1d 17h 58m 35s,1d 17h 58m 7s,100.0%,636 MB,750.6 MB,440.3 MB,4.5 MB,41.983333333333334
184,50/c0f5f9,220008.hpcnode0,3seq_s,0.01,1e-06,2500,0.05,2,2019-08-03 07:46:59.683,1d 19h 7m 50s,1d 19h 6m 53s,100.0%,635.8 MB,750.6 MB,440.2 MB,4.6 MB,43.11666666666667
185,9e/875e47,220007.hpcnode0,3seq_s,0.01,1e-07,2500,0.05,1,2019-08-03 07:46:59.621,1d 23h 12m 25s,1d 23h 11m 30s,100.0%,635.8 MB,750.6 MB,440.2 MB,5 MB,47.199999999999996
186,f2/7102cb,222656.hpcnode0,geneconv,0.0001,1e-07,2500,0.05,3,2019-08-14 17:13:11.414,9h 59m 35s,9h 58m 54s,100.1%,2.6 GB,2.7 GB,4.1 MB,94.4 MB,9.983333333333334
187,b7/f8b69d,222641.hpcnode0,geneconv,0.0001,1e-06,2500,0.05,2,2019-08-14 17:13:10.439,12h 20m 31s,12h 20m 29s,100.0%,3.2 GB,3.3 GB,4.1 MB,17.9 MB,12.350000000000001
188,8e/b7bdfe,222642.hpcnode0,geneconv,0.0001,1e-07,2500,0.05,1,2019-08-14 17:13:10.503,13h 20m 21s,13h 20m 19s,100.1%,3.3 GB,3.4 GB,4.1 MB,5.4 MB,13.350000000000001
189,14/0c196f,222649.hpcnode0,geneconv,0.0001,1e-07,2500,0.05,2,2019-08-14 17:13:10.968,14h 12m 56s,14h 12m 26s,100.1%,3.4 GB,3.5 GB,4.1 MB,2.4 MB,14.216666666666667
190,7f/f95cb1,222648.hpcnode0,geneconv,0.0001,1e-06,2500,0.05,3,2019-08-14 17:13:10.903,14h 31m 1s,14h 30m 38s,100.1%,3.4 GB,3.5 GB,4.1 MB,2 MB,14.516666666666667
191,96/0f1b98,222646.hpcnode0,geneconv,0.0001,1e-06,2500,0.05,1,2019-08-14 17:13:10.768,16h 7m 26s,16h 7m 24s,100.2%,3.3 GB,3.4 GB,4.1 MB,4.8 MB,16.133333333333333
192,e8/300c39,222643.hpcnode0,geneconv,0.001,1e-07,2500,0.05,3,2019-08-14 17:13:10.569,1d 15h 15m 30s,1d 15h 15m 25s,100.1%,3.4 GB,3.5 GB,4.1 MB,1.2 MB,39.266666666666666
193,64/3edc59,222644.hpcnode0,geneconv,0.001,1e-06,2500,0.05,2,2019-08-14 17:13:10.633,1d 15h 57m 35s,1d 15h 57m 32s,100.1%,3.4 GB,3.5 GB,4.1 MB,1 MB,39.96666666666667
194,d3/7cdcb9,222640.hpcnode0,geneconv,0.001,1e-06,2500,0.05,3,2019-08-14 17:13:10.354,1d 16h 44m 30s,1d 16h 44m 25s,100.1%,3.4 GB,3.5 GB,4.1 MB,1 MB,40.75
195,b7/183b54,222651.hpcnode0,geneconv,0.001,1e-07,2500,0.05,2,2019-08-14 17:13:11.098,1d 18h 28m 29s,1d 18h 28m 26s,100.1%,3.4 GB,3.5 GB,4.1 MB,958.9 KB,42.483333333333334
196,54/7bd0c0,222652.hpcnode0,geneconv,0.001,1e-07,2500,0.05,1,2019-08-14 17:13:11.163,1d 19h 59m 10s,1d 19h 58m 36s,100.1%,3.4 GB,3.5 GB,4.1 MB,1 MB,43.983333333333334
197,5b/9d15bb,222647.hpcnode0,geneconv,0.001,1e-06,2500,0.05,1,2019-08-14 17:13:10.833,1d 20h 20m 15s,1d 20h 19m 18s,100.2%,3.4 GB,3.5 GB,4.1 MB,1.1 MB,44.333333333333336
198,4e/047b04,222645.hpcnode0,geneconv,0.01,1e-07,2500,0.05,3,2019-08-14 17:13:10.704,1d 22h 48m 40s,1d 22h 48m 38s,100.2%,2.7 GB,2.8 GB,4.1 MB,323.7 KB,46.81666666666666
199,c0/c5dbfa,222650.hpcnode0,geneconv,0.01,1e-06,2500,0.05,2,2019-08-14 17:13:11.034,1d 23h 34m 30s,1d 23h 33m 42s,100.1%,2.6 GB,2.7 GB,4.1 MB,326.9 KB,47.56666666666666
200,d0/9facc0,222654.hpcnode0,geneconv,0.01,1e-06,2500,0.05,1,2019-08-14 17:13:11.290,2d 44m 10s,2d 43m 53s,100.0%,2.6 GB,2.7 GB,4.1 MB,326.6 KB,48.733333333333334
201,cf/3d399c,222653.hpcnode0,geneconv,0.01,1e-06,2500,0.05,3,2019-08-14 17:13:11.226,2d 2h 29m 25s,2d 2h 29m 24s,100.1%,2.3 GB,2.4 GB,4.1 MB,327.5 KB,50.5
202,d4/a24304,222657.hpcnode0,geneconv,0.01,1e-07,2500,0.05,2,2019-08-14 17:13:11.492,2d 7h 2m 35s,2d 7h 2m 12s,100.1%,2.4 GB,2.5 GB,4.1 MB,327.2 KB,55.05
203,74/a3e5cb,222655.hpcnode0,geneconv,0.01,1e-07,2500,0.05,1,2019-08-14 17:13:11.352,2d 9h 36m 56s,2d 9h 36m 33s,100.1%,2.1 GB,2.2 GB,4.1 MB,328.2 KB,57.61666666666667
204,eb/e6bacd,220186.hpcnode0,profile_s,0.0001,1e-07,2500,0.05,3,2019-08-06 16:36:04.414,11m 44s,11m 22s,100.0%,12.1 MB,120.1 MB,4.1 MB,6 KB,0.19999999999999998
205,77/9fe364,220191.hpcnode0,profile_s,0.0001,1e-07,2500,0.05,1,2019-08-06 16:36:04.833,11m 44s,11m 25s,100.1%,12.3 MB,120.4 MB,4.1 MB,6 KB,0.19999999999999998
206,a8/155226,220175.hpcnode0,profile_s,0.001,1e-07,2500,0.05,3,2019-08-06 16:36:03.545,12m 40s,12m 9s,100.0%,18.8 MB,126.9 MB,4.1 MB,6 KB,0.21666666666666667
207,3c/ad93b5,220179.hpcnode0,profile_s,0.0001,1e-07,2500,0.05,2,2019-08-06 16:36:03.875,12m 39s,12m 28s,100.1%,12.2 MB,120.2 MB,4.1 MB,6 KB,0.21666666666666667
208,04/ee3251,220181.hpcnode0,profile_s,0.0001,1e-06,2500,0.05,1,2019-08-06 16:36:04.004,12m 39s,12m 34s,100.1%,12.2 MB,122.2 MB,4.1 MB,6 KB,0.21666666666666667
209,4f/954ab2,220185.hpcnode0,profile_s,0.0001,1e-06,2500,0.05,3,2019-08-06 16:36:04.335,12m 49s,12m 44s,100.1%,12.2 MB,122.2 MB,4.1 MB,6 KB,0.21666666666666667
210,df/24e589,220188.hpcnode0,profile_s,0.001,1e-06,2500,0.05,2,2019-08-06 16:36:04.615,12m 49s,12m 5s,100.1%,18.7 MB,126.8 MB,4.1 MB,6 KB,0.21666666666666667
211,f3/dbea0a,220189.hpcnode0,profile_s,0.001,1e-07,2500,0.05,1,2019-08-06 16:36:04.690,12m 49s,12m 10s,100.0%,18.7 MB,126.8 MB,4.1 MB,6 KB,0.21666666666666667
212,e9/78c91c,220190.hpcnode0,profile_s,0.001,1e-06,2500,0.05,1,2019-08-06 16:36:04.764,12m 49s,12m 27s,100.1%,18.8 MB,126.9 MB,4.1 MB,6 KB,0.21666666666666667
213,ea/775697,220176.hpcnode0,profile_s,0.01,1e-06,2500,0.05,1,2019-08-06 16:36:03.634,13m 45s,13m 9s,100.0%,20.1 MB,128.1 MB,4.1 MB,6 KB,0.23333333333333334
214,11/a3d4c2,220177.hpcnode0,profile_s,0.001,1e-07,2500,0.05,2,2019-08-06 16:36:03.735,13m 45s,13m,100.1%,18.8 MB,126.9 MB,4.1 MB,6 KB,0.21666666666666667
215,26/cc5a1c,220182.hpcnode0,profile_s,0.001,1e-06,2500,0.05,3,2019-08-06 16:36:04.103,13m 44s,13m 43s,100.1%,18.9 MB,128.9 MB,4.1 MB,6 KB,0.23333333333333334
216,a6/cd2694,220187.hpcnode0,profile_s,0.01,1e-06,2500,0.05,3,2019-08-06 16:36:04.486,14m 54s,14m 48s,100.0%,20.1 MB,128.1 MB,4.1 MB,6 KB,0.25
217,8f/bfdb37,220192.hpcnode0,profile_s,0.0001,1e-06,2500,0.05,2,2019-08-06 16:36:04.901,14m 53s,14m 9s,100.1%,12.1 MB,122.1 MB,4.1 MB,6 KB,0.25
218,c5/47d4f2,220178.hpcnode0,profile_s,0.01,1e-06,2500,0.05,2,2019-08-06 16:36:03.806,15m 50s,15m,100.1%,20.1 MB,128.1 MB,4.1 MB,6 KB,0.25
219,23/6bc5a7,220180.hpcnode0,profile_s,0.01,1e-07,2500,0.05,2,2019-08-06 16:36:03.941,15m 49s,15m 19s,100.1%,20.1 MB,128.1 MB,4.1 MB,6 KB,0.26666666666666666
220,22/852221,220184.hpcnode0,profile_s,0.01,1e-07,2500,0.05,3,2019-08-06 16:36:04.263,15m 49s,15m 22s,100.1%,20.1 MB,130.1 MB,4.1 MB,6 KB,0.26666666666666666
221,dd/e12740,220183.hpcnode0,profile_s,0.01,1e-07,2500,0.05,1,2019-08-06 16:36:04.195,16m 54s,16m 30s,100.1%,20.1 MB,130.1 MB,4.1 MB,6 KB,0.2833333333333333
222,d6/c41729,219932.hpcnode0,3seq_s,0.0001,1e-07,5000,0.05,2,2019-08-02 20:25:14.690,6h 21m 20s,6h 20m 19s,100.1%,828.7 MB,941.4 MB,444.3 MB,699.8 KB,6.35
223,f8/3294de,219933.hpcnode0,3seq_s,0.0001,1e-06,5000,0.05,1,2019-08-02 20:25:14.754,8h 16m 35s,8h 15m 50s,100.1%,828.7 MB,941.4 MB,444.3 MB,909.5 KB,8.266666666666667
224,78/bf02fd,219923.hpcnode0,3seq_s,0.0001,1e-07,5000,0.05,1,2019-08-02 20:25:14.059,11h 42m 11s,11h 41m 23s,100.1%,828.7 MB,941.4 MB,444.3 MB,1.3 MB,11.700000000000001
225,10/384a91,219936.hpcnode0,3seq_s,0.0001,1e-07,5000,0.05,3,2019-08-02 20:25:14.955,11h 51m 20s,11h 50m 32s,100.1%,828.7 MB,941.4 MB,444.3 MB,1.3 MB,11.850000000000001
226,27/6eec69,219926.hpcnode0,3seq_s,0.0001,1e-06,5000,0.05,3,2019-08-02 20:25:14.271,12h 38m 31s,12h 38m 4s,100.1%,828.7 MB,941.4 MB,444.3 MB,1.4 MB,12.65
227,39/4b52d5,219924.hpcnode0,3seq_s,0.0001,1e-06,5000,0.05,2,2019-08-02 20:25:14.126,13h 16s,12h 59m 30s,100.1%,828.7 MB,941.4 MB,444.3 MB,1.4 MB,13.0
240,ce/094a4a,220207.hpcnode0,profile_s,0.001,1e-06,5000,0.05,3,2019-08-07 07:05:45.199,45m 50s,45m 45s,100.0%,33.9 MB,142 MB,8.1 MB,6 KB,0.7666666666666667
241,d5/bf0e68,220208.hpcnode0,profile_s,0.001,1e-06,5000,0.05,2,2019-08-07 07:05:45.294,46m 30s,46m 26s,100.0%,33.8 MB,141.9 MB,8.1 MB,6 KB,0.7833333333333334
242,32/99ed6a,220215.hpcnode0,profile_s,0.0001,1e-07,5000,0.05,1,2019-08-07 07:05:45.834,48m 44s,48m 22s,100.1%,23.6 MB,131.8 MB,8.1 MB,6 KB,0.8166666666666668
243,e9/a047a9,220214.hpcnode0,profile_s,0.0001,1e-07,5000,0.05,3,2019-08-07 07:05:45.766,49m 44s,49m 14s,100.1%,23.5 MB,131.6 MB,8.1 MB,6 KB,0.8333333333333334
244,81/9d1218,220217.hpcnode0,profile_s,0.0001,1e-06,5000,0.05,1,2019-08-07 07:05:45.988,50m 49s,49m 48s,100.1%,23.6 MB,131.8 MB,8.1 MB,6 KB,0.8333333333333334
245,48/de04dc,220219.hpcnode0,profile_s,0.0001,1e-06,5000,0.05,3,2019-08-07 07:05:46.143,50m 49s,50m 20s,100.1%,23.7 MB,133.8 MB,8.1 MB,6 KB,0.8500000000000001
246,88/bebfea,220223.hpcnode0,profile_s,0.0001,1e-06,5000,0.05,2,2019-08-07 07:05:46.421,50m 49s,50m 24s,100.1%,23.7 MB,133.8 MB,8.1 MB,6 KB,0.8500000000000001
247,81/f6602e,220210.hpcnode0,profile_s,0.0001,1e-07,5000,0.05,2,2019-08-07 07:05:45.436,51m 45s,50m 56s,100.2%,23.7 MB,131.8 MB,8.1 MB,6 KB,0.8500000000000001
248,6c/35a46b,220218.hpcnode0,profile_s,0.001,1e-07,5000,0.05,3,2019-08-07 07:05:46.052,51m 54s,51m 43s,100.1%,33.9 MB,141.9 MB,8.1 MB,6 KB,0.8666666666666667
249,4c/1b3c4a,220213.hpcnode0,profile_s,0.01,1e-07,5000,0.05,1,2019-08-07 07:05:45.697,52m 49s,52m 25s,100.1%,34 MB,142.1 MB,8.1 MB,6 KB,0.8833333333333334
250,6d/d1078e,220221.hpcnode0,profile_s,0.001,1e-06,5000,0.05,1,2019-08-07 07:05:46.278,52m 59s,52m 53s,100.1%,33.9 MB,143.9 MB,8.1 MB,6 KB,0.8833333333333334
251,4a/99ad91,220224.hpcnode0,profile_s,0.001,1e-07,5000,0.05,1,2019-08-07 07:05:46.484,52m 59s,52m 31s,100.1%,33.9 MB,143.9 MB,8.1 MB,6 KB,0.8833333333333334
252,ae/6b2d55,220220.hpcnode0,profile_s,0.001,1e-07,5000,0.05,2,2019-08-07 07:05:46.207,53m 59s,53m,100.1%,33.8 MB,143.9 MB,8.1 MB,6 KB,0.8833333333333333
253,0f/b6ef6d,220212.hpcnode0,profile_s,0.01,1e-06,5000,0.05,1,2019-08-07 07:05:45.600,54m 50s,53m 51s,100.1%,34 MB,142.1 MB,8.1 MB,6 KB,0.9
254,59/67647b,220209.hpcnode0,profile_s,0.01,1e-06,5000,0.05,3,2019-08-07 07:05:45.366,59m 45s,59m 11s,100.2%,34 MB,142.1 MB,8.1 MB,6 KB,1.0
255,7d/4d86aa,220216.hpcnode0,profile_s,0.01,1e-06,5000,0.05,2,2019-08-07 07:05:45.906,1h 1m 54s,1h 1m 12s,100.1%,34 MB,142.1 MB,8.1 MB,6 KB,1.0333333333333332
256,d0/bb7edc,220222.hpcnode0,profile_s,0.01,1e-07,5000,0.05,3,2019-08-07 07:05:46.355,1h 2m 4s,1h 1m 33s,100.1%,34 MB,144.1 MB,8.1 MB,6 KB,1.0333333333333332
257,5f/9a855d,220211.hpcnode0,profile_s,0.01,1e-07,5000,0.05,2,2019-08-07 07:05:45.507,1h 2m 55s,1h 2m 18s,100.2%,34 MB,142.1 MB,8.1 MB,6 KB,1.05
