task_id,hash,native_id,name,mut,rc,seq_n,dual_inf,rep,status,exit,submit,duration,realtime,X.cpu,peak_rss,peak_vmem,rchar,wchar
8,ea/932016,219305.hpcnode0,phipack_s,0.01,1.00E-07,1000,0.05,1,COMPLETED,0,04:59.6,3h 44s,2h 59m 55s,100.10%,26.6 MB,134.8 MB,1.7 MB,3.2 MB
15,9f/de8801,219291.hpcnode0,phipack_s,0.01,0.000001,1000,0.05,3,COMPLETED,0,04:58.6,3h 6m 50s,3h 6m 30s,100.00%,26.6 MB,134.8 MB,1.7 MB,3.2 MB
53,87/b0dcf4,219309.hpcnode0,3seq_s,0.001,0.000001,1000,0.05,2,COMPLETED,0,05:00.0,3h 13m 59s,3h 13m 18s,100.10%,520.1 MB,632.8 MB,437.8 MB,360.4 KB
49,e2/835acc,219336.hpcnode0,3seq_s,0.01,0.000001,1000,0.05,3,COMPLETED,0,05:02.2,3h 16m 7s,3h 14m 9s,100.10%,520.1 MB,632.8 MB,437.8 MB,362 KB
3,eb/33fcdc,219321.hpcnode0,phipack_s,0.01,0.000001,1000,0.05,2,COMPLETED,0,05:01.0,3h 17m 8s,3h 16m 17s,100.10%,26.6 MB,136.6 MB,1.7 MB,3.2 MB
19,76/6ace27,219330.hpcnode0,phipack_s,0.01,1.00E-07,1000,0.05,3,COMPLETED,0,05:01.7,3h 17m 7s,3h 16m 29s,100.10%,26.6 MB,136.8 MB,1.7 MB,3.2 MB
51,a7/24752b,219312.hpcnode0,3seq_s,0.01,1.00E-07,1000,0.05,2,COMPLETED,0,05:00.2,3h 25m 9s,3h 25m,100.10%,520.1 MB,632.8 MB,437.8 MB,381.6 KB
47,4c/6d7e38,219302.hpcnode0,3seq_s,0.001,1.00E-07,1000,0.05,2,COMPLETED,0,04:59.3,3h 25m 15s,3h 24m 31s,100.10%,520.2 MB,632.9 MB,437.9 MB,380.8 KB
44,8a/c86e1e,219296.hpcnode0,3seq_s,0.01,1.00E-07,1000,0.05,1,COMPLETED,0,04:58.9,3h 45m 40s,3h 44m 46s,100.10%,520.1 MB,632.8 MB,437.8 MB,417.5 KB
41,b1/5ac12a,219308.hpcnode0,3seq_s,0.001,1.00E-07,1000,0.05,3,COMPLETED,0,04:59.9,3h 49m 59s,3h 49m 59s,100.10%,520.1 MB,632.8 MB,437.8 MB,427 KB
54,d9/626184,219306.hpcnode0,3seq_s,0.001,0.000001,1000,0.05,1,COMPLETED,0,04:59.7,3h 55m 59s,3h 55m 36s,100.10%,520.1 MB,632.8 MB,437.8 MB,437.3 KB
1,,,3seq_s,0.001,1.00E-07,10000,0.05,1,ABORTED,-,,,120h,,,,,
2,,,3seq_s,0.001,1.00E-07,10000,0.05,2,ABORTED,-,,,120h,,,,,
3,95/54fbac,220038.hpcnode0,3seq_s,0.0001,0.000001,10000,0.05,3,COMPLETED,0,19:56.2,2d 7h 44m 16s,2d 7h 43m 40s,100.10%,1.2 GB,1.3 GB,452.3 MB,5.9 MB
4,ce/25623c,220029.hpcnode0,3seq_s,0.0001,1.00E-07,10000,0.05,3,COMPLETED,0,19:55.4,2d 4h 2s,2d 3h 59m 20s,100.10%,1.2 GB,1.3 GB,452.3 MB,5.5 MB
5,,,3seq_s,0.001,0.000001,10000,0.05,2,ABORTED,-,,,120h,,,,,
6,aa/3bf78b,220028.hpcnode0,3seq_s,0.0001,1.00E-07,10000,0.05,1,COMPLETED,0,19:55.3,1d 13h 24m 49s,1d 13h 24m 1s,100.10%,1.2 GB,1.3 GB,452.3 MB,4 MB
7,,,3seq_s,0.01,0.000001,10000,0.05,3,ABORTED,-,,,120h,,,,,
8,,,3seq_s,0.001,0.000001,10000,0.05,1,ABORTED,-,,,120h,,,,,
9,b0/8f3304,220031.hpcnode0,3seq_s,0.0001,1.00E-07,10000,0.05,2,COMPLETED,0,19:55.6,2d 13h 1m 33s,2d 13h 45s,100.10%,1.2 GB,1.3 GB,452.3 MB,6.5 MB
10,,,3seq_s,0.01,1.00E-07,10000,0.05,1,ABORTED,-,,,120h,,,,,
11,ba/85d2a0,220039.hpcnode0,3seq_s,0.0001,0.000001,10000,0.05,2,COMPLETED,0,19:56.3,2d 15h 25m 27s,2d 15h 25m 11s,100.10%,1.2 GB,1.3 GB,452.3 MB,6.8 MB
12,,,3seq_s,0.001,0.000001,10000,0.05,3,ABORTED,-,,,120h,,,,,
13,,,3seq_s,0.01,0.000001,10000,0.05,1,ABORTED,-,,,120h,,,,,
14,,,3seq_s,0.01,0.000001,10000,0.05,2,ABORTED,-,,,120h,,,,,
15,,,3seq_s,0.01,1.00E-07,10000,0.05,3,ABORTED,-,,,120h,,,,,
16,,,3seq_s,0.001,1.00E-07,10000,0.05,3,ABORTED,-,,,120h,,,,,
17,0d/e2360b,220035.hpcnode0,3seq_s,0.0001,0.000001,10000,0.05,1,COMPLETED,0,19:56.0,2d 12h 1m 22s,2d 12h 27s,100.10%,1.2 GB,1.3 GB,452.3 MB,6.4 MB
18,,,3seq_s,0.01,1.00E-07,10000,0.05,2,ABORTED,-,,,120h,,,,,
11,91/0f92eb,220270.hpcnode0,profile_s,0.0001,0.000001,10000,0.05,2,COMPLETED,0,04:58.6,3h 15s,3h 10s,100.10%,49.2 MB,157.3 MB,16.2 MB,6 KB
17,a8/02d236,220271.hpcnode0,profile_s,0.0001,0.000001,10000,0.05,1,COMPLETED,0,04:58.7,3h 1m,3h 56s,100.10%,49.9 MB,158 MB,16.2 MB,6 KB
9,60/7c0147,220280.hpcnode0,profile_s,0.0001,1.00E-07,10000,0.05,2,COMPLETED,0,04:59.3,3h 2m 44s,3h 2m 3s,100.10%,49.2 MB,157.4 MB,16.2 MB,6 KB
1,ee/c3a9f3,220273.hpcnode0,profile_s,0.0001,1.00E-07,10000,0.05,1,COMPLETED,0,04:58.8,3h 3m 5s,3h 2m 41s,100.10%,50 MB,158 MB,16.2 MB,6 KB
12,30/c66169,220281.hpcnode0,profile_s,0.001,0.000001,10000,0.05,3,COMPLETED,0,04:59.4,3h 4m 49s,3h 4m 4s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
2,df/3e81a7,220282.hpcnode0,profile_s,0.001,0.000001,10000,0.05,2,COMPLETED,0,04:59.5,3h 8m 59s,3h 8m 34s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
18,9f/ad2004,220284.hpcnode0,profile_s,0.001,1.00E-07,10000,0.05,3,COMPLETED,0,04:59.6,3h 8m 59s,3h 8m 46s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
5,50/8d2ddf,220279.hpcnode0,profile_s,0.0001,1.00E-07,10000,0.05,3,COMPLETED,0,04:59.3,3h 14m 50s,3h 14m 34s,100.10%,49.3 MB,157.4 MB,16.2 MB,6 KB
4,a9/5e974a,220276.hpcnode0,profile_s,0.0001,0.000001,10000,0.05,3,COMPLETED,0,04:59.0,3h 16m 50s,3h 16m 39s,100.10%,49.9 MB,157.9 MB,16.2 MB,6 KB
13,fb/e809f3,220287.hpcnode0,profile_s,0.01,0.000001,10000,0.05,1,COMPLETED,0,04:59.9,3h 20m 9s,3h 19m 33s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
8,f6/e182ab,220277.hpcnode0,profile_s,0.001,0.000001,10000,0.05,1,COMPLETED,0,04:59.1,3h 21m,3h 20m 31s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
3,e7/fdacb9,220275.hpcnode0,profile_s,0.001,1.00E-07,10000,0.05,1,COMPLETED,0,04:59.0,3h 21m 50s,3h 21m 29s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
7,89/668698,220278.hpcnode0,profile_s,0.001,1.00E-07,10000,0.05,2,COMPLETED,0,04:59.2,3h 23m 5s,3h 22m 18s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
16,18/e2bfde,220274.hpcnode0,profile_s,0.01,1.00E-07,10000,0.05,2,COMPLETED,0,04:58.9,3h 27m 15s,3h 26m 49s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
14,1c/61522d,220272.hpcnode0,profile_s,0.01,0.000001,10000,0.05,2,COMPLETED,0,04:58.7,3h 30m 20s,3h 30m 17s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
6,bf/d0f9d3,220286.hpcnode0,profile_s,0.01,0.000001,10000,0.05,3,COMPLETED,0,04:59.8,3h 30m 19s,3h 30m 16s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
10,f0/7941c3,220283.hpcnode0,profile_s,0.01,1.00E-07,10000,0.05,1,COMPLETED,0,04:59.6,3h 32m 9s,3h 31m 42s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
15,6d/b2043e,220285.hpcnode0,profile_s,0.01,1.00E-07,10000,0.05,3,COMPLETED,0,04:59.7,3h 41m 24s,3h 41m 3s,100.10%,61.6 MB,169.7 MB,16.2 MB,6 KB
5,fb/44e5c7,220004.hpcnode0,3seq_s,0.0001,1.00E-07,2500,0.05,3,COMPLETED,0,46:59.4,54m 49s,54m,100.10%,635.8 MB,748.6 MB,440.2 MB,107.3 KB
7,ab/188669,220006.hpcnode0,3seq_s,0.0001,0.000001,2500,0.05,2,COMPLETED,0,46:59.5,1h 6m 54s,1h 6m 21s,100.10%,635.8 MB,750.6 MB,440.2 MB,129.8 KB
16,56/b1a926,219997.hpcnode0,3seq_s,0.0001,1.00E-07,2500,0.05,2,COMPLETED,0,46:58.9,2h 25m 45s,2h 25m 42s,100.10%,635.8 MB,748.6 MB,440.2 MB,273.9 KB
11,c6/f40c8c,220000.hpcnode0,3seq_s,0.0001,0.000001,2500,0.05,1,COMPLETED,0,46:59.1,2h 30m 5s,2h 29m 6s,100.10%,635.8 MB,748.6 MB,440.2 MB,280.1 KB
9,e8/8d13d1,219998.hpcnode0,3seq_s,0.0001,0.000001,2500,0.05,3,COMPLETED,0,46:59.0,2h 50m,2h 49m 58s,100.10%,635.8 MB,748.6 MB,440.2 MB,318 KB
2,6b/858e09,219995.hpcnode0,3seq_s,0.0001,1.00E-07,2500,0.05,1,COMPLETED,0,46:58.8,3h 1m,3h 57s,100.10%,635.8 MB,748.6 MB,440.2 MB,338 KB
13,bb/55ae1c,219993.hpcnode0,3seq_s,0.001,1.00E-07,2500,0.05,2,COMPLETED,0,46:58.6,1d 8h 30m,1d 8h 29m 55s,100.10%,635.8 MB,748.6 MB,440.2 MB,3.5 MB
12,d2/618fbc,219994.hpcnode0,3seq_s,0.01,1.00E-07,2500,0.05,3,COMPLETED,0,46:58.7,1d 9h 44m 50s,1d 9h 44m 46s,100.10%,635.8 MB,748.6 MB,440.2 MB,3.6 MB
14,fa/abbc7b,219999.hpcnode0,3seq_s,0.001,0.000001,2500,0.05,2,COMPLETED,0,46:59.1,1d 10h 9m 19s,1d 10h 8m 34s,100.10%,635.8 MB,748.6 MB,440.2 MB,3.6 MB
6,f8/03228b,220002.hpcnode0,3seq_s,0.001,1.00E-07,2500,0.05,3,COMPLETED,0,46:59.3,1d 10h 57m 39s,1d 10h 56m 49s,100.10%,635.8 MB,748.6 MB,440.2 MB,3.7 MB
1,33/e4ce28,220003.hpcnode0,3seq_s,0.01,0.000001,2500,0.05,1,COMPLETED,0,46:59.3,1d 12h 46m 14s,1d 12h 45m 46s,100.10%,635.8 MB,748.6 MB,440.2 MB,3.9 MB
17,a3/30f78d,220010.hpcnode0,3seq_s,0.001,0.000001,2500,0.05,1,COMPLETED,0,46:59.8,1d 13h 9m 49s,1d 13h 9m 35s,100.10%,635.8 MB,748.6 MB,440.2 MB,4 MB
18,33/fc98a6,219996.hpcnode0,3seq_s,0.001,0.000001,2500,0.05,3,COMPLETED,0,46:58.8,1d 14h 32m 15s,1d 14h 32m 12s,100.10%,635.8 MB,748.6 MB,440.2 MB,4.1 MB
4,c8/fa449b,220001.hpcnode0,3seq_s,0.01,1.00E-07,2500,0.05,2,COMPLETED,0,46:59.2,1d 14h 50m 10s,1d 14h 49m 25s,100.10%,635.8 MB,748.6 MB,440.2 MB,4.1 MB
8,53/fa4df9,220009.hpcnode0,3seq_s,0.01,0.000001,2500,0.05,3,COMPLETED,0,46:59.8,1d 16h 7m 59s,1d 16h 7m 16s,100.10%,635.8 MB,748.6 MB,440.2 MB,4.3 MB
3,23/ceda13,220005.hpcnode0,3seq_s,0.001,1.00E-07,2500,0.05,1,COMPLETED,0,46:59.5,1d 17h 58m 35s,1d 17h 58m 7s,100.00%,636 MB,750.6 MB,440.3 MB,4.5 MB
15,50/c0f5f9,220008.hpcnode0,3seq_s,0.01,0.000001,2500,0.05,2,COMPLETED,0,46:59.7,1d 19h 7m 50s,1d 19h 6m 53s,100.00%,635.8 MB,750.6 MB,440.2 MB,4.6 MB
10,9e/875e47,220007.hpcnode0,3seq_s,0.01,1.00E-07,2500,0.05,1,COMPLETED,0,46:59.6,1d 23h 12m 25s,1d 23h 11m 30s,100.00%,635.8 MB,750.6 MB,440.2 MB,5 MB
1,f2/7102cb,222656.hpcnode0,geneconv,0.0001,1.00E-07,2500,0.05,3,COMPLETED,0,13:11.4,9h 59m 35s,9h 58m 54s,100.10%,2.6 GB,2.7 GB,4.1 MB,94.4 MB
2,b7/f8b69d,222641.hpcnode0,geneconv,0.0001,0.000001,2500,0.05,2,COMPLETED,0,13:10.4,12h 20m 31s,12h 20m 29s,100.00%,3.2 GB,3.3 GB,4.1 MB,17.9 MB
7,8e/b7bdfe,222642.hpcnode0,geneconv,0.0001,1.00E-07,2500,0.05,1,COMPLETED,0,13:10.5,13h 20m 21s,13h 20m 19s,100.10%,3.3 GB,3.4 GB,4.1 MB,5.4 MB
18,14/0c196f,222649.hpcnode0,geneconv,0.0001,1.00E-07,2500,0.05,2,COMPLETED,0,13:11.0,14h 12m 56s,14h 12m 26s,100.10%,3.4 GB,3.5 GB,4.1 MB,2.4 MB
9,7f/f95cb1,222648.hpcnode0,geneconv,0.0001,0.000001,2500,0.05,3,COMPLETED,0,13:10.9,14h 31m 1s,14h 30m 38s,100.10%,3.4 GB,3.5 GB,4.1 MB,2 MB
11,96/0f1b98,222646.hpcnode0,geneconv,0.0001,0.000001,2500,0.05,1,COMPLETED,0,13:10.8,16h 7m 26s,16h 7m 24s,100.20%,3.3 GB,3.4 GB,4.1 MB,4.8 MB
5,e8/300c39,222643.hpcnode0,geneconv,0.001,1.00E-07,2500,0.05,3,COMPLETED,0,13:10.6,1d 15h 15m 30s,1d 15h 15m 25s,100.10%,3.4 GB,3.5 GB,4.1 MB,1.2 MB
14,64/3edc59,222644.hpcnode0,geneconv,0.001,0.000001,2500,0.05,2,COMPLETED,0,13:10.6,1d 15h 57m 35s,1d 15h 57m 32s,100.10%,3.4 GB,3.5 GB,4.1 MB,1 MB
16,d3/7cdcb9,222640.hpcnode0,geneconv,0.001,0.000001,2500,0.05,3,COMPLETED,0,13:10.4,1d 16h 44m 30s,1d 16h 44m 25s,100.10%,3.4 GB,3.5 GB,4.1 MB,1 MB
13,b7/183b54,222651.hpcnode0,geneconv,0.001,1.00E-07,2500,0.05,2,COMPLETED,0,13:11.1,1d 18h 28m 29s,1d 18h 28m 26s,100.10%,3.4 GB,3.5 GB,4.1 MB,958.9 KB
3,54/7bd0c0,222652.hpcnode0,geneconv,0.001,1.00E-07,2500,0.05,1,COMPLETED,0,13:11.2,1d 19h 59m 10s,1d 19h 58m 36s,100.10%,3.4 GB,3.5 GB,4.1 MB,1 MB
17,5b/9d15bb,222647.hpcnode0,geneconv,0.001,0.000001,2500,0.05,1,COMPLETED,0,13:10.8,1d 20h 20m 15s,1d 20h 19m 18s,100.20%,3.4 GB,3.5 GB,4.1 MB,1.1 MB
12,4e/047b04,222645.hpcnode0,geneconv,0.01,1.00E-07,2500,0.05,3,COMPLETED,0,13:10.7,1d 22h 48m 40s,1d 22h 48m 38s,100.20%,2.7 GB,2.8 GB,4.1 MB,323.7 KB
15,c0/c5dbfa,222650.hpcnode0,geneconv,0.01,0.000001,2500,0.05,2,COMPLETED,0,13:11.0,1d 23h 34m 30s,1d 23h 33m 42s,100.10%,2.6 GB,2.7 GB,4.1 MB,326.9 KB
6,d0/9facc0,222654.hpcnode0,geneconv,0.01,0.000001,2500,0.05,1,COMPLETED,0,13:11.3,2d 44m 10s,2d 43m 53s,100.00%,2.6 GB,2.7 GB,4.1 MB,326.6 KB
8,cf/3d399c,222653.hpcnode0,geneconv,0.01,0.000001,2500,0.05,3,COMPLETED,0,13:11.2,2d 2h 29m 25s,2d 2h 29m 24s,100.10%,2.3 GB,2.4 GB,4.1 MB,327.5 KB
4,d4/a24304,222657.hpcnode0,geneconv,0.01,1.00E-07,2500,0.05,2,COMPLETED,0,13:11.5,2d 7h 2m 35s,2d 7h 2m 12s,100.10%,2.4 GB,2.5 GB,4.1 MB,327.2 KB
10,74/a3e5cb,222655.hpcnode0,geneconv,0.01,1.00E-07,2500,0.05,1,COMPLETED,0,13:11.4,2d 9h 36m 56s,2d 9h 36m 33s,100.10%,2.1 GB,2.2 GB,4.1 MB,328.2 KB
1,eb/e6bacd,220186.hpcnode0,profile_s,0.0001,1.00E-07,2500,0.05,3,COMPLETED,0,36:04.4,11m 44s,11m 22s,100.00%,12.1 MB,120.1 MB,4.1 MB,6 KB
2,77/9fe364,220191.hpcnode0,profile_s,0.0001,1.00E-07,2500,0.05,1,COMPLETED,0,36:04.8,11m 44s,11m 25s,100.10%,12.3 MB,120.4 MB,4.1 MB,6 KB
6,a8/155226,220175.hpcnode0,profile_s,0.001,1.00E-07,2500,0.05,3,COMPLETED,0,36:03.5,12m 40s,12m 9s,100.00%,18.8 MB,126.9 MB,4.1 MB,6 KB
16,3c/ad93b5,220179.hpcnode0,profile_s,0.0001,1.00E-07,2500,0.05,2,COMPLETED,0,36:03.9,12m 39s,12m 28s,100.10%,12.2 MB,120.2 MB,4.1 MB,6 KB
11,04/ee3251,220181.hpcnode0,profile_s,0.0001,0.000001,2500,0.05,1,COMPLETED,0,36:04.0,12m 39s,12m 34s,100.10%,12.2 MB,122.2 MB,4.1 MB,6 KB
9,4f/954ab2,220185.hpcnode0,profile_s,0.0001,0.000001,2500,0.05,3,COMPLETED,0,36:04.3,12m 49s,12m 44s,100.10%,12.2 MB,122.2 MB,4.1 MB,6 KB
14,df/24e589,220188.hpcnode0,profile_s,0.001,0.000001,2500,0.05,2,COMPLETED,0,36:04.6,12m 49s,12m 5s,100.10%,18.7 MB,126.8 MB,4.1 MB,6 KB
4,f3/dbea0a,220189.hpcnode0,profile_s,0.001,1.00E-07,2500,0.05,1,COMPLETED,0,36:04.7,12m 49s,12m 10s,100.00%,18.7 MB,126.8 MB,4.1 MB,6 KB
18,e9/78c91c,220190.hpcnode0,profile_s,0.001,0.000001,2500,0.05,1,COMPLETED,0,36:04.8,12m 49s,12m 27s,100.10%,18.8 MB,126.9 MB,4.1 MB,6 KB
3,ea/775697,220176.hpcnode0,profile_s,0.01,0.000001,2500,0.05,1,COMPLETED,0,36:03.6,13m 45s,13m 9s,100.00%,20.1 MB,128.1 MB,4.1 MB,6 KB
13,11/a3d4c2,220177.hpcnode0,profile_s,0.001,1.00E-07,2500,0.05,2,COMPLETED,0,36:03.7,13m 45s,13m,100.10%,18.8 MB,126.9 MB,4.1 MB,6 KB
17,26/cc5a1c,220182.hpcnode0,profile_s,0.001,0.000001,2500,0.05,3,COMPLETED,0,36:04.1,13m 44s,13m 43s,100.10%,18.9 MB,128.9 MB,4.1 MB,6 KB
8,a6/cd2694,220187.hpcnode0,profile_s,0.01,0.000001,2500,0.05,3,COMPLETED,0,36:04.5,14m 54s,14m 48s,100.00%,20.1 MB,128.1 MB,4.1 MB,6 KB
7,8f/bfdb37,220192.hpcnode0,profile_s,0.0001,0.000001,2500,0.05,2,COMPLETED,0,36:04.9,14m 53s,14m 9s,100.10%,12.1 MB,122.1 MB,4.1 MB,6 KB
15,c5/47d4f2,220178.hpcnode0,profile_s,0.01,0.000001,2500,0.05,2,COMPLETED,0,36:03.8,15m 50s,15m,100.10%,20.1 MB,128.1 MB,4.1 MB,6 KB
5,23/6bc5a7,220180.hpcnode0,profile_s,0.01,1.00E-07,2500,0.05,2,COMPLETED,0,36:03.9,15m 49s,15m 19s,100.10%,20.1 MB,128.1 MB,4.1 MB,6 KB
12,22/852221,220184.hpcnode0,profile_s,0.01,1.00E-07,2500,0.05,3,COMPLETED,0,36:04.3,15m 49s,15m 22s,100.10%,20.1 MB,130.1 MB,4.1 MB,6 KB
10,dd/e12740,220183.hpcnode0,profile_s,0.01,1.00E-07,2500,0.05,1,COMPLETED,0,36:04.2,16m 54s,16m 30s,100.10%,20.1 MB,130.1 MB,4.1 MB,6 KB
18,d6/c41729,219932.hpcnode0,3seq_s,0.0001,1.00E-07,5000,0.05,2,COMPLETED,0,25:14.7,6h 21m 20s,6h 20m 19s,100.10%,828.7 MB,941.4 MB,444.3 MB,699.8 KB
16,f8/3294de,219933.hpcnode0,3seq_s,0.0001,0.000001,5000,0.05,1,COMPLETED,0,25:14.8,8h 16m 35s,8h 15m 50s,100.10%,828.7 MB,941.4 MB,444.3 MB,909.5 KB
12,78/bf02fd,219923.hpcnode0,3seq_s,0.0001,1.00E-07,5000,0.05,1,COMPLETED,0,25:14.1,11h 42m 11s,11h 41m 23s,100.10%,828.7 MB,941.4 MB,444.3 MB,1.3 MB
13,10/384a91,219936.hpcnode0,3seq_s,0.0001,1.00E-07,5000,0.05,3,COMPLETED,0,25:15.0,11h 51m 20s,11h 50m 32s,100.10%,828.7 MB,941.4 MB,444.3 MB,1.3 MB
1,27/6eec69,219926.hpcnode0,3seq_s,0.0001,0.000001,5000,0.05,3,COMPLETED,0,25:14.3,12h 38m 31s,12h 38m 4s,100.10%,828.7 MB,941.4 MB,444.3 MB,1.4 MB
8,39/4b52d5,219924.hpcnode0,3seq_s,0.0001,0.000001,5000,0.05,2,COMPLETED,0,25:14.1,13h 16s,12h 59m 30s,100.10%,828.7 MB,941.4 MB,444.3 MB,1.4 MB
7,b0/a39fd6,219922.hpcnode0,3seq_s,0.001,1.00E-07,5000,0.05,2,ABORTED,-,25:14.0,-,120h,-,-,-,-,-
10,e3/d8d3b3,219925.hpcnode0,3seq_s,0.001,0.000001,5000,0.05,2,ABORTED,-,25:14.2,-,120h,-,-,-,-,-
15,a4/8879dd,219927.hpcnode0,3seq_s,0.01,0.000001,5000,0.05,1,ABORTED,-,25:14.3,-,120h,-,-,-,-,-
11,4b/291aeb,219928.hpcnode0,3seq_s,0.001,0.000001,5000,0.05,3,ABORTED,-,25:14.4,-,120h,-,-,-,-,-
6,e5/aa5408,219929.hpcnode0,3seq_s,0.001,1.00E-07,5000,0.05,3,ABORTED,-,25:14.5,-,120h,-,-,-,-,-
9,2c/086fb2,219930.hpcnode0,3seq_s,0.001,1.00E-07,5000,0.05,1,ABORTED,-,25:14.5,-,120h,-,-,-,-,-
2,e4/118485,219931.hpcnode0,3seq_s,0.01,0.000001,5000,0.05,2,ABORTED,-,25:14.6,-,120h,-,-,-,-,-
4,48/aebc67,219934.hpcnode0,3seq_s,0.01,0.000001,5000,0.05,3,ABORTED,-,25:14.8,-,120h,-,-,-,-,-
3,36/50cb94,219935.hpcnode0,3seq_s,0.01,1.00E-07,5000,0.05,1,ABORTED,-,25:14.9,-,120h,-,-,-,-,-
5,52/6737f9,219937.hpcnode0,3seq_s,0.001,0.000001,5000,0.05,1,ABORTED,-,25:15.0,-,120h,-,-,-,-,-
14,36/3cf275,219938.hpcnode0,3seq_s,0.01,1.00E-07,5000,0.05,2,ABORTED,-,25:15.1,-,120h,-,-,-,-,-
17,55/2efd57,219939.hpcnode0,3seq_s,0.01,1.00E-07,5000,0.05,3,ABORTED,-,25:15.2,-,120h,-,-,-,-,-
11,ce/094a4a,220207.hpcnode0,profile_s,0.001,0.000001,5000,0.05,3,COMPLETED,0,05:45.2,45m 50s,45m 45s,100.00%,33.9 MB,142 MB,8.1 MB,6 KB
10,d5/bf0e68,220208.hpcnode0,profile_s,0.001,0.000001,5000,0.05,2,COMPLETED,0,05:45.3,46m 30s,46m 26s,100.00%,33.8 MB,141.9 MB,8.1 MB,6 KB
12,32/99ed6a,220215.hpcnode0,profile_s,0.0001,1.00E-07,5000,0.05,1,COMPLETED,0,05:45.8,48m 44s,48m 22s,100.10%,23.6 MB,131.8 MB,8.1 MB,6 KB
13,e9/a047a9,220214.hpcnode0,profile_s,0.0001,1.00E-07,5000,0.05,3,COMPLETED,0,05:45.8,49m 44s,49m 14s,100.10%,23.5 MB,131.6 MB,8.1 MB,6 KB
16,81/9d1218,220217.hpcnode0,profile_s,0.0001,0.000001,5000,0.05,1,COMPLETED,0,05:46.0,50m 49s,49m 48s,100.10%,23.6 MB,131.8 MB,8.1 MB,6 KB
5,48/de04dc,220219.hpcnode0,profile_s,0.0001,0.000001,5000,0.05,3,COMPLETED,0,05:46.1,50m 49s,50m 20s,100.10%,23.7 MB,133.8 MB,8.1 MB,6 KB
8,88/bebfea,220223.hpcnode0,profile_s,0.0001,0.000001,5000,0.05,2,COMPLETED,0,05:46.4,50m 49s,50m 24s,100.10%,23.7 MB,133.8 MB,8.1 MB,6 KB
17,81/f6602e,220210.hpcnode0,profile_s,0.0001,1.00E-07,5000,0.05,2,COMPLETED,0,05:45.4,51m 45s,50m 56s,100.20%,23.7 MB,131.8 MB,8.1 MB,6 KB
3,6c/35a46b,220218.hpcnode0,profile_s,0.001,1.00E-07,5000,0.05,3,COMPLETED,0,05:46.1,51m 54s,51m 43s,100.10%,33.9 MB,141.9 MB,8.1 MB,6 KB
4,4c/1b3c4a,220213.hpcnode0,profile_s,0.01,1.00E-07,5000,0.05,1,COMPLETED,0,05:45.7,52m 49s,52m 25s,100.10%,34 MB,142.1 MB,8.1 MB,6 KB
7,6d/d1078e,220221.hpcnode0,profile_s,0.001,0.000001,5000,0.05,1,COMPLETED,0,05:46.3,52m 59s,52m 53s,100.10%,33.9 MB,143.9 MB,8.1 MB,6 KB
9,4a/99ad91,220224.hpcnode0,profile_s,0.001,1.00E-07,5000,0.05,1,COMPLETED,0,05:46.5,52m 59s,52m 31s,100.10%,33.9 MB,143.9 MB,8.1 MB,6 KB
2,ae/6b2d55,220220.hpcnode0,profile_s,0.001,1.00E-07,5000,0.05,2,COMPLETED,0,05:46.2,53m 59s,53m,100.10%,33.8 MB,143.9 MB,8.1 MB,6 KB
15,0f/b6ef6d,220212.hpcnode0,profile_s,0.01,0.000001,5000,0.05,1,COMPLETED,0,05:45.6,54m 50s,53m 51s,100.10%,34 MB,142.1 MB,8.1 MB,6 KB
6,59/67647b,220209.hpcnode0,profile_s,0.01,0.000001,5000,0.05,3,COMPLETED,0,05:45.4,59m 45s,59m 11s,100.20%,34 MB,142.1 MB,8.1 MB,6 KB
1,7d/4d86aa,220216.hpcnode0,profile_s,0.01,0.000001,5000,0.05,2,COMPLETED,0,05:45.9,1h 1m 54s,1h 1m 12s,100.10%,34 MB,142.1 MB,8.1 MB,6 KB
18,d0/bb7edc,220222.hpcnode0,profile_s,0.01,1.00E-07,5000,0.05,3,COMPLETED,0,05:46.4,1h 2m 4s,1h 1m 33s,100.10%,34 MB,144.1 MB,8.1 MB,6 KB
14,5f/9a855d,220211.hpcnode0,profile_s,0.01,1.00E-07,5000,0.05,2,COMPLETED,0,05:45.5,1h 2m 55s,1h 2m 18s,100.20%,34 MB,142.1 MB,8.1 MB,6 KB
18,51/eb2623,228694.hpcnode0,geneconv,0.0001,1.00E-07,5000,0.05,2,COMPLETED,0,00:42.9,2d 18h 26m 49s,2d 18h 25m 55s,100.10%,11.6 GB,11.7 GB,8.1 MB,1.3 GB
