"","mut","rec","seqnum","dualInf","rep","seq","simulated","geneconv","Condition","Method"
"12652",1e-05,0.005,100,0,5,"seq_52",FALSE,FALSE,"TN","GENECONV"
"12653",1e-05,0.005,100,0,5,"seq_53",FALSE,FALSE,"TN","GENECONV"
"12654",1e-05,0.005,100,0,5,"seq_54",FALSE,FALSE,"TN","GENECONV"
"12655",1e-05,0.005,100,0,5,"seq_55",FALSE,FALSE,"TN","GENECONV"
"12656",1e-05,0.005,100,0,5,"seq_56",FALSE,FALSE,"TN","GENECONV"
"12657",1e-05,0.005,100,0,5,"seq_57",FALSE,FALSE,"TN","GENECONV"
"12658",1e-05,0.005,100,0,5,"seq_58",FALSE,FALSE,"TN","GENECONV"
"12659",1e-05,0.005,100,0,5,"seq_59",FALSE,FALSE,"TN","GENECONV"
"12660",1e-05,0.005,100,0,5,"seq_60",FALSE,FALSE,"TN","GENECONV"
"12661",1e-05,0.005,100,0,5,"seq_61",FALSE,FALSE,"TN","GENECONV"
"12662",1e-05,0.005,100,0,5,"seq_62",FALSE,FALSE,"TN","GENECONV"
"12663",1e-05,0.005,100,0,5,"seq_63",FALSE,FALSE,"TN","GENECONV"
"12664",1e-05,0.005,100,0,5,"seq_64",FALSE,FALSE,"TN","GENECONV"
"12665",1e-05,0.005,100,0,5,"seq_65",FALSE,FALSE,"TN","GENECONV"
"12666",1e-05,0.005,100,0,5,"seq_66",FALSE,FALSE,"TN","GENECONV"
"12667",1e-05,0.005,100,0,5,"seq_67",FALSE,FALSE,"TN","GENECONV"
"12668",1e-05,0.005,100,0,5,"seq_68",FALSE,FALSE,"TN","GENECONV"
"12669",1e-05,0.005,100,0,5,"seq_69",FALSE,FALSE,"TN","GENECONV"
"12670",1e-05,0.005,100,0,5,"seq_70",FALSE,FALSE,"TN","GENECONV"
"12671",1e-05,0.005,100,0,5,"seq_71",FALSE,FALSE,"TN","GENECONV"
"12672",1e-05,0.005,100,0,5,"seq_72",FALSE,FALSE,"TN","GENECONV"
"12673",1e-05,0.005,100,0,5,"seq_73",FALSE,FALSE,"TN","GENECONV"
"12674",1e-05,0.005,100,0,5,"seq_74",FALSE,FALSE,"TN","GENECONV"
"12675",1e-05,0.005,100,0,5,"seq_75",FALSE,FALSE,"TN","GENECONV"
"12676",1e-05,0.005,100,0,5,"seq_76",FALSE,FALSE,"TN","GENECONV"
"12677",1e-05,0.005,100,0,5,"seq_77",FALSE,FALSE,"TN","GENECONV"
"12678",1e-05,0.005,100,0,5,"seq_78",FALSE,FALSE,"TN","GENECONV"
"12679",1e-05,0.005,100,0,5,"seq_79",FALSE,FALSE,"TN","GENECONV"
"12680",1e-05,0.005,100,0,5,"seq_80",FALSE,FALSE,"TN","GENECONV"
"12681",1e-05,0.005,100,0,5,"seq_81",FALSE,FALSE,"TN","GENECONV"
"12682",1e-05,0.005,100,0,5,"seq_82",FALSE,FALSE,"TN","GENECONV"
"12683",1e-05,0.005,100,0,5,"seq_83",FALSE,FALSE,"TN","GENECONV"
"12684",1e-05,0.005,100,0,5,"seq_84",FALSE,FALSE,"TN","GENECONV"
"12685",1e-05,0.005,100,0,5,"seq_85",FALSE,FALSE,"TN","GENECONV"
"12686",1e-05,0.005,100,0,5,"seq_86",FALSE,FALSE,"TN","GENECONV"
"12687",1e-05,0.005,100,0,5,"seq_87",FALSE,FALSE,"TN","GENECONV"
"12688",1e-05,0.005,100,0,5,"seq_88",FALSE,FALSE,"TN","GENECONV"
"12689",1e-05,0.005,100,0,5,"seq_89",FALSE,FALSE,"TN","GENECONV"
"12690",1e-05,0.005,100,0,5,"seq_90",FALSE,FALSE,"TN","GENECONV"
"12691",1e-05,0.005,100,0,5,"seq_91",FALSE,FALSE,"TN","GENECONV"
"12692",1e-05,0.005,100,0,5,"seq_92",FALSE,FALSE,"TN","GENECONV"
"12693",1e-05,0.005,100,0,5,"seq_93",FALSE,FALSE,"TN","GENECONV"
"12694",1e-05,0.005,100,0,5,"seq_94",FALSE,FALSE,"TN","GENECONV"
"12695",1e-05,0.005,100,0,5,"seq_95",FALSE,FALSE,"TN","GENECONV"
"12696",1e-05,0.005,100,0,5,"seq_96",FALSE,FALSE,"TN","GENECONV"
"12697",1e-05,0.005,100,0,5,"seq_97",FALSE,FALSE,"TN","GENECONV"
"12698",1e-05,0.005,100,0,5,"seq_98",FALSE,FALSE,"TN","GENECONV"
"12699",1e-05,0.005,100,0,5,"seq_99",FALSE,FALSE,"TN","GENECONV"
"12700",1e-05,0.005,100,0,5,"seq_100",FALSE,FALSE,"TN","GENECONV"
"12701",1e-05,0.1,100,0,5,"seq_1",FALSE,FALSE,"TN","GENECONV"
"12702",1e-05,0.1,100,0,5,"seq_2",FALSE,FALSE,"TN","GENECONV"
"12703",1e-05,0.1,100,0,5,"seq_3",FALSE,FALSE,"TN","GENECONV"
"12704",1e-05,0.1,100,0,5,"seq_4",FALSE,FALSE,"TN","GENECONV"
"12705",1e-05,0.1,100,0,5,"seq_5",FALSE,FALSE,"TN","GENECONV"
"12706",1e-05,0.1,100,0,5,"seq_6",FALSE,FALSE,"TN","GENECONV"
"12707",1e-05,0.1,100,0,5,"seq_7",FALSE,FALSE,"TN","GENECONV"
"12708",1e-05,0.1,100,0,5,"seq_8",FALSE,FALSE,"TN","GENECONV"
"12709",1e-05,0.1,100,0,5,"seq_9",FALSE,FALSE,"TN","GENECONV"
"12710",1e-05,0.1,100,0,5,"seq_10",FALSE,FALSE,"TN","GENECONV"
"12711",1e-05,0.1,100,0,5,"seq_11",FALSE,FALSE,"TN","GENECONV"
"12712",1e-05,0.1,100,0,5,"seq_12",FALSE,FALSE,"TN","GENECONV"
"12713",1e-05,0.1,100,0,5,"seq_13",FALSE,FALSE,"TN","GENECONV"
"12714",1e-05,0.1,100,0,5,"seq_14",FALSE,FALSE,"TN","GENECONV"
"12715",1e-05,0.1,100,0,5,"seq_15",FALSE,FALSE,"TN","GENECONV"
"12716",1e-05,0.1,100,0,5,"seq_16",FALSE,FALSE,"TN","GENECONV"
"12717",1e-05,0.1,100,0,5,"seq_17",FALSE,FALSE,"TN","GENECONV"
"12718",1e-05,0.1,100,0,5,"seq_18",FALSE,FALSE,"TN","GENECONV"
"12719",1e-05,0.1,100,0,5,"seq_19",FALSE,FALSE,"TN","GENECONV"
"12720",1e-05,0.1,100,0,5,"seq_20",FALSE,FALSE,"TN","GENECONV"
"12721",1e-05,0.1,100,0,5,"seq_21",FALSE,FALSE,"TN","GENECONV"
"12722",1e-05,0.1,100,0,5,"seq_22",FALSE,FALSE,"TN","GENECONV"
"12723",1e-05,0.1,100,0,5,"seq_23",FALSE,FALSE,"TN","GENECONV"
"12724",1e-05,0.1,100,0,5,"seq_24",FALSE,FALSE,"TN","GENECONV"
"12725",1e-05,0.1,100,0,5,"seq_25",FALSE,FALSE,"TN","GENECONV"
"12726",1e-05,0.1,100,0,5,"seq_26",FALSE,FALSE,"TN","GENECONV"
"12727",1e-05,0.1,100,0,5,"seq_27",FALSE,FALSE,"TN","GENECONV"
"12728",1e-05,0.1,100,0,5,"seq_28",FALSE,FALSE,"TN","GENECONV"
"12729",1e-05,0.1,100,0,5,"seq_29",FALSE,FALSE,"TN","GENECONV"
"12730",1e-05,0.1,100,0,5,"seq_30",FALSE,FALSE,"TN","GENECONV"
"12731",1e-05,0.1,100,0,5,"seq_31",FALSE,FALSE,"TN","GENECONV"
"12732",1e-05,0.1,100,0,5,"seq_32",FALSE,FALSE,"TN","GENECONV"
"12733",1e-05,0.1,100,0,5,"seq_33",FALSE,FALSE,"TN","GENECONV"
"12734",1e-05,0.1,100,0,5,"seq_34",FALSE,FALSE,"TN","GENECONV"
"12735",1e-05,0.1,100,0,5,"seq_35",FALSE,FALSE,"TN","GENECONV"
"12736",1e-05,0.1,100,0,5,"seq_36",FALSE,FALSE,"TN","GENECONV"
"12737",1e-05,0.1,100,0,5,"seq_37",FALSE,FALSE,"TN","GENECONV"
"12738",1e-05,0.1,100,0,5,"seq_38",FALSE,FALSE,"TN","GENECONV"
"12739",1e-05,0.1,100,0,5,"seq_39",FALSE,FALSE,"TN","GENECONV"
"12740",1e-05,0.1,100,0,5,"seq_40",FALSE,FALSE,"TN","GENECONV"
"12741",1e-05,0.1,100,0,5,"seq_41",FALSE,FALSE,"TN","GENECONV"
"12742",1e-05,0.1,100,0,5,"seq_42",FALSE,FALSE,"TN","GENECONV"
"12743",1e-05,0.1,100,0,5,"seq_43",FALSE,FALSE,"TN","GENECONV"
"12744",1e-05,0.1,100,0,5,"seq_44",FALSE,FALSE,"TN","GENECONV"
"12745",1e-05,0.1,100,0,5,"seq_45",FALSE,FALSE,"TN","GENECONV"
"12746",1e-05,0.1,100,0,5,"seq_46",FALSE,FALSE,"TN","GENECONV"
"12747",1e-05,0.1,100,0,5,"seq_47",FALSE,FALSE,"TN","GENECONV"
"12748",1e-05,0.1,100,0,5,"seq_48",FALSE,FALSE,"TN","GENECONV"
"12749",1e-05,0.1,100,0,5,"seq_49",FALSE,FALSE,"TN","GENECONV"
"12750",1e-05,0.1,100,0,5,"seq_50",FALSE,FALSE,"TN","GENECONV"
"12751",1e-05,0.1,100,0,5,"seq_51",FALSE,FALSE,"TN","GENECONV"
"12752",1e-05,0.1,100,0,5,"seq_52",FALSE,FALSE,"TN","GENECONV"
"12753",1e-05,0.1,100,0,5,"seq_53",FALSE,FALSE,"TN","GENECONV"
"12754",1e-05,0.1,100,0,5,"seq_54",FALSE,FALSE,"TN","GENECONV"
"12755",1e-05,0.1,100,0,5,"seq_55",FALSE,FALSE,"TN","GENECONV"
"12756",1e-05,0.1,100,0,5,"seq_56",FALSE,FALSE,"TN","GENECONV"
"12757",1e-05,0.1,100,0,5,"seq_57",FALSE,FALSE,"TN","GENECONV"
"12758",1e-05,0.1,100,0,5,"seq_58",FALSE,FALSE,"TN","GENECONV"
"12759",1e-05,0.1,100,0,5,"seq_59",FALSE,FALSE,"TN","GENECONV"
"12760",1e-05,0.1,100,0,5,"seq_60",FALSE,FALSE,"TN","GENECONV"
"12761",1e-05,0.1,100,0,5,"seq_61",FALSE,FALSE,"TN","GENECONV"
"12762",1e-05,0.1,100,0,5,"seq_62",FALSE,FALSE,"TN","GENECONV"
"12763",1e-05,0.1,100,0,5,"seq_63",FALSE,FALSE,"TN","GENECONV"
"12764",1e-05,0.1,100,0,5,"seq_64",FALSE,FALSE,"TN","GENECONV"
"12765",1e-05,0.1,100,0,5,"seq_65",FALSE,FALSE,"TN","GENECONV"
"12766",1e-05,0.1,100,0,5,"seq_66",FALSE,FALSE,"TN","GENECONV"
"12767",1e-05,0.1,100,0,5,"seq_67",FALSE,FALSE,"TN","GENECONV"
"12768",1e-05,0.1,100,0,5,"seq_68",FALSE,FALSE,"TN","GENECONV"
"12769",1e-05,0.1,100,0,5,"seq_69",FALSE,FALSE,"TN","GENECONV"
"12770",1e-05,0.1,100,0,5,"seq_70",FALSE,FALSE,"TN","GENECONV"
"12771",1e-05,0.1,100,0,5,"seq_71",FALSE,FALSE,"TN","GENECONV"
"12772",1e-05,0.1,100,0,5,"seq_72",FALSE,FALSE,"TN","GENECONV"
"12773",1e-05,0.1,100,0,5,"seq_73",FALSE,FALSE,"TN","GENECONV"
"12774",1e-05,0.1,100,0,5,"seq_74",FALSE,FALSE,"TN","GENECONV"
"12775",1e-05,0.1,100,0,5,"seq_75",FALSE,FALSE,"TN","GENECONV"
"12776",1e-05,0.1,100,0,5,"seq_76",FALSE,FALSE,"TN","GENECONV"
"12777",1e-05,0.1,100,0,5,"seq_77",FALSE,FALSE,"TN","GENECONV"
"12778",1e-05,0.1,100,0,5,"seq_78",FALSE,FALSE,"TN","GENECONV"
"12779",1e-05,0.1,100,0,5,"seq_79",FALSE,FALSE,"TN","GENECONV"
"12780",1e-05,0.1,100,0,5,"seq_80",FALSE,FALSE,"TN","GENECONV"
"12781",1e-05,0.1,100,0,5,"seq_81",FALSE,FALSE,"TN","GENECONV"
"12782",1e-05,0.1,100,0,5,"seq_82",FALSE,FALSE,"TN","GENECONV"
"12783",1e-05,0.1,100,0,5,"seq_83",FALSE,FALSE,"TN","GENECONV"
"12784",1e-05,0.1,100,0,5,"seq_84",FALSE,FALSE,"TN","GENECONV"
"12785",1e-05,0.1,100,0,5,"seq_85",FALSE,FALSE,"TN","GENECONV"
"12786",1e-05,0.1,100,0,5,"seq_86",FALSE,FALSE,"TN","GENECONV"
"12787",1e-05,0.1,100,0,5,"seq_87",FALSE,FALSE,"TN","GENECONV"
"12788",1e-05,0.1,100,0,5,"seq_88",FALSE,FALSE,"TN","GENECONV"
"12789",1e-05,0.1,100,0,5,"seq_89",FALSE,FALSE,"TN","GENECONV"
"12790",1e-05,0.1,100,0,5,"seq_90",FALSE,FALSE,"TN","GENECONV"
"12791",1e-05,0.1,100,0,5,"seq_91",FALSE,FALSE,"TN","GENECONV"
"12792",1e-05,0.1,100,0,5,"seq_92",FALSE,FALSE,"TN","GENECONV"
"12793",1e-05,0.1,100,0,5,"seq_93",FALSE,FALSE,"TN","GENECONV"
"12794",1e-05,0.1,100,0,5,"seq_94",FALSE,FALSE,"TN","GENECONV"
"12795",1e-05,0.1,100,0,5,"seq_95",FALSE,FALSE,"TN","GENECONV"
"12796",1e-05,0.1,100,0,5,"seq_96",FALSE,FALSE,"TN","GENECONV"
"12797",1e-05,0.1,100,0,5,"seq_97",FALSE,FALSE,"TN","GENECONV"
"12798",1e-05,0.1,100,0,5,"seq_98",FALSE,FALSE,"TN","GENECONV"
"12799",1e-05,0.1,100,0,5,"seq_99",FALSE,FALSE,"TN","GENECONV"
"12800",1e-05,0.1,100,0,5,"seq_100",FALSE,FALSE,"TN","GENECONV"
"12801",1,0,100,1,1,"seq_1",FALSE,FALSE,"TN","GENECONV"
"12802",1,0,100,1,1,"seq_2",FALSE,FALSE,"TN","GENECONV"
"12803",1,0,100,1,1,"seq_3",FALSE,FALSE,"TN","GENECONV"
"12804",1,0,100,1,1,"seq_4",FALSE,FALSE,"TN","GENECONV"
"12805",1,0,100,1,1,"seq_5",FALSE,FALSE,"TN","GENECONV"
"12806",1,0,100,1,1,"seq_6",FALSE,FALSE,"TN","GENECONV"
"12807",1,0,100,1,1,"seq_7",FALSE,FALSE,"TN","GENECONV"
"12808",1,0,100,1,1,"seq_8",FALSE,FALSE,"TN","GENECONV"
"12809",1,0,100,1,1,"seq_9",FALSE,FALSE,"TN","GENECONV"
"12810",1,0,100,1,1,"seq_10",FALSE,FALSE,"TN","GENECONV"
"12811",1,0,100,1,1,"seq_11",FALSE,FALSE,"TN","GENECONV"
"12812",1,0,100,1,1,"seq_12",FALSE,FALSE,"TN","GENECONV"
"12813",1,0,100,1,1,"seq_13",FALSE,FALSE,"TN","GENECONV"
"12814",1,0,100,1,1,"seq_14",FALSE,FALSE,"TN","GENECONV"
"12815",1,0,100,1,1,"seq_15",FALSE,FALSE,"TN","GENECONV"
"12816",1,0,100,1,1,"seq_16",FALSE,FALSE,"TN","GENECONV"
"12817",1,0,100,1,1,"seq_17",FALSE,FALSE,"TN","GENECONV"
"12818",1,0,100,1,1,"seq_18",FALSE,FALSE,"TN","GENECONV"
"12819",1,0,100,1,1,"seq_19",FALSE,FALSE,"TN","GENECONV"
"12820",1,0,100,1,1,"seq_20",FALSE,FALSE,"TN","GENECONV"
"12821",1,0,100,1,1,"seq_21",FALSE,FALSE,"TN","GENECONV"
"12822",1,0,100,1,1,"seq_22",FALSE,FALSE,"TN","GENECONV"
"12823",1,0,100,1,1,"seq_23",FALSE,FALSE,"TN","GENECONV"
"12824",1,0,100,1,1,"seq_24",FALSE,FALSE,"TN","GENECONV"
"12825",1,0,100,1,1,"seq_25",FALSE,FALSE,"TN","GENECONV"
"12826",1,0,100,1,1,"seq_26",FALSE,FALSE,"TN","GENECONV"
"12827",1,0,100,1,1,"seq_27",FALSE,FALSE,"TN","GENECONV"
"12828",1,0,100,1,1,"seq_28",FALSE,FALSE,"TN","GENECONV"
"12829",1,0,100,1,1,"seq_29",FALSE,FALSE,"TN","GENECONV"
"12830",1,0,100,1,1,"seq_30",FALSE,FALSE,"TN","GENECONV"
"12831",1,0,100,1,1,"seq_31",FALSE,FALSE,"TN","GENECONV"
"12832",1,0,100,1,1,"seq_32",FALSE,FALSE,"TN","GENECONV"
"12833",1,0,100,1,1,"seq_33",FALSE,FALSE,"TN","GENECONV"
"12834",1,0,100,1,1,"seq_34",FALSE,FALSE,"TN","GENECONV"
"12835",1,0,100,1,1,"seq_35",FALSE,FALSE,"TN","GENECONV"
"12836",1,0,100,1,1,"seq_36",FALSE,FALSE,"TN","GENECONV"
"12837",1,0,100,1,1,"seq_37",FALSE,FALSE,"TN","GENECONV"
"12838",1,0,100,1,1,"seq_38",FALSE,FALSE,"TN","GENECONV"
"12839",1,0,100,1,1,"seq_39",FALSE,FALSE,"TN","GENECONV"
"12840",1,0,100,1,1,"seq_40",FALSE,FALSE,"TN","GENECONV"
"12841",1,0,100,1,1,"seq_41",FALSE,FALSE,"TN","GENECONV"
"12842",1,0,100,1,1,"seq_42",FALSE,FALSE,"TN","GENECONV"
"12843",1,0,100,1,1,"seq_43",FALSE,FALSE,"TN","GENECONV"
"12844",1,0,100,1,1,"seq_44",FALSE,FALSE,"TN","GENECONV"
"12845",1,0,100,1,1,"seq_45",FALSE,FALSE,"TN","GENECONV"
"12846",1,0,100,1,1,"seq_46",FALSE,FALSE,"TN","GENECONV"
"12847",1,0,100,1,1,"seq_47",FALSE,FALSE,"TN","GENECONV"
"12848",1,0,100,1,1,"seq_48",FALSE,FALSE,"TN","GENECONV"
"12849",1,0,100,1,1,"seq_49",FALSE,FALSE,"TN","GENECONV"
"12850",1,0,100,1,1,"seq_50",FALSE,FALSE,"TN","GENECONV"
"12851",1,0,100,1,1,"seq_51",FALSE,FALSE,"TN","GENECONV"
"12852",1,0,100,1,1,"seq_52",FALSE,FALSE,"TN","GENECONV"
"12853",1,0,100,1,1,"seq_53",FALSE,FALSE,"TN","GENECONV"
"12854",1,0,100,1,1,"seq_54",FALSE,FALSE,"TN","GENECONV"
"12855",1,0,100,1,1,"seq_55",FALSE,FALSE,"TN","GENECONV"
"12856",1,0,100,1,1,"seq_56",FALSE,FALSE,"TN","GENECONV"
"12857",1,0,100,1,1,"seq_57",FALSE,FALSE,"TN","GENECONV"
"12858",1,0,100,1,1,"seq_58",FALSE,FALSE,"TN","GENECONV"
"12859",1,0,100,1,1,"seq_59",FALSE,FALSE,"TN","GENECONV"
"12860",1,0,100,1,1,"seq_60",FALSE,FALSE,"TN","GENECONV"
"12861",1,0,100,1,1,"seq_61",FALSE,FALSE,"TN","GENECONV"
"12862",1,0,100,1,1,"seq_62",FALSE,FALSE,"TN","GENECONV"
"12863",1,0,100,1,1,"seq_63",FALSE,FALSE,"TN","GENECONV"
"12864",1,0,100,1,1,"seq_64",FALSE,FALSE,"TN","GENECONV"
"12865",1,0,100,1,1,"seq_65",FALSE,FALSE,"TN","GENECONV"
"12866",1,0,100,1,1,"seq_66",FALSE,FALSE,"TN","GENECONV"
"12867",1,0,100,1,1,"seq_67",FALSE,FALSE,"TN","GENECONV"
"12868",1,0,100,1,1,"seq_68",FALSE,FALSE,"TN","GENECONV"
"12869",1,0,100,1,1,"seq_69",FALSE,FALSE,"TN","GENECONV"
"12870",1,0,100,1,1,"seq_70",FALSE,FALSE,"TN","GENECONV"
"12871",1,0,100,1,1,"seq_71",FALSE,FALSE,"TN","GENECONV"
"12872",1,0,100,1,1,"seq_72",FALSE,FALSE,"TN","GENECONV"
"12873",1,0,100,1,1,"seq_73",FALSE,FALSE,"TN","GENECONV"
"12874",1,0,100,1,1,"seq_74",FALSE,FALSE,"TN","GENECONV"
"12875",1,0,100,1,1,"seq_75",FALSE,FALSE,"TN","GENECONV"
"12876",1,0,100,1,1,"seq_76",FALSE,FALSE,"TN","GENECONV"
"12877",1,0,100,1,1,"seq_77",FALSE,FALSE,"TN","GENECONV"
"12878",1,0,100,1,1,"seq_78",FALSE,FALSE,"TN","GENECONV"
"12879",1,0,100,1,1,"seq_79",FALSE,FALSE,"TN","GENECONV"
"12880",1,0,100,1,1,"seq_80",FALSE,FALSE,"TN","GENECONV"
"12881",1,0,100,1,1,"seq_81",FALSE,FALSE,"TN","GENECONV"
"12882",1,0,100,1,1,"seq_82",FALSE,FALSE,"TN","GENECONV"
"12883",1,0,100,1,1,"seq_83",FALSE,FALSE,"TN","GENECONV"
"12884",1,0,100,1,1,"seq_84",FALSE,FALSE,"TN","GENECONV"
"12885",1,0,100,1,1,"seq_85",FALSE,FALSE,"TN","GENECONV"
"12886",1,0,100,1,1,"seq_86",FALSE,FALSE,"TN","GENECONV"
"12887",1,0,100,1,1,"seq_87",FALSE,FALSE,"TN","GENECONV"
"12888",1,0,100,1,1,"seq_88",FALSE,FALSE,"TN","GENECONV"
"12889",1,0,100,1,1,"seq_89",FALSE,FALSE,"TN","GENECONV"
"12890",1,0,100,1,1,"seq_90",FALSE,FALSE,"TN","GENECONV"
"12891",1,0,100,1,1,"seq_91",FALSE,FALSE,"TN","GENECONV"
"12892",1,0,100,1,1,"seq_92",FALSE,FALSE,"TN","GENECONV"
"12893",1,0,100,1,1,"seq_93",FALSE,FALSE,"TN","GENECONV"
"12894",1,0,100,1,1,"seq_94",FALSE,FALSE,"TN","GENECONV"
"12895",1,0,100,1,1,"seq_95",FALSE,FALSE,"TN","GENECONV"
"12896",1,0,100,1,1,"seq_96",FALSE,FALSE,"TN","GENECONV"
"12897",1,0,100,1,1,"seq_97",FALSE,FALSE,"TN","GENECONV"
"12898",1,0,100,1,1,"seq_98",FALSE,FALSE,"TN","GENECONV"
"12899",1,0,100,1,1,"seq_99",FALSE,FALSE,"TN","GENECONV"
"12900",1,0,100,1,1,"seq_100",FALSE,FALSE,"TN","GENECONV"
"12901",0.1,0.1,100,0,5,"seq_1",FALSE,FALSE,"TN","GENECONV"
"12902",0.1,0.1,100,0,5,"seq_2",FALSE,FALSE,"TN","GENECONV"
"12903",0.1,0.1,100,0,5,"seq_3",FALSE,FALSE,"TN","GENECONV"
"12904",0.1,0.1,100,0,5,"seq_4",FALSE,FALSE,"TN","GENECONV"
"12905",0.1,0.1,100,0,5,"seq_5",FALSE,FALSE,"TN","GENECONV"
"12906",0.1,0.1,100,0,5,"seq_6",FALSE,FALSE,"TN","GENECONV"
"12907",0.1,0.1,100,0,5,"seq_7",FALSE,FALSE,"TN","GENECONV"
"12908",0.1,0.1,100,0,5,"seq_8",FALSE,FALSE,"TN","GENECONV"
"12909",0.1,0.1,100,0,5,"seq_9",FALSE,FALSE,"TN","GENECONV"
"12910",0.1,0.1,100,0,5,"seq_10",FALSE,FALSE,"TN","GENECONV"
"12911",0.1,0.1,100,0,5,"seq_11",FALSE,FALSE,"TN","GENECONV"
"12912",0.1,0.1,100,0,5,"seq_12",FALSE,FALSE,"TN","GENECONV"
"12913",0.1,0.1,100,0,5,"seq_13",FALSE,FALSE,"TN","GENECONV"
"12914",0.1,0.1,100,0,5,"seq_14",FALSE,FALSE,"TN","GENECONV"
"12915",0.1,0.1,100,0,5,"seq_15",FALSE,FALSE,"TN","GENECONV"
"12916",0.1,0.1,100,0,5,"seq_16",FALSE,FALSE,"TN","GENECONV"
"12917",0.1,0.1,100,0,5,"seq_17",FALSE,FALSE,"TN","GENECONV"
"12918",0.1,0.1,100,0,5,"seq_18",FALSE,FALSE,"TN","GENECONV"
"12919",0.1,0.1,100,0,5,"seq_19",FALSE,FALSE,"TN","GENECONV"
"12920",0.1,0.1,100,0,5,"seq_20",FALSE,FALSE,"TN","GENECONV"
"12921",0.1,0.1,100,0,5,"seq_21",FALSE,FALSE,"TN","GENECONV"
"12922",0.1,0.1,100,0,5,"seq_22",FALSE,FALSE,"TN","GENECONV"
"12923",0.1,0.1,100,0,5,"seq_23",FALSE,FALSE,"TN","GENECONV"
"12924",0.1,0.1,100,0,5,"seq_24",FALSE,FALSE,"TN","GENECONV"
"12925",0.1,0.1,100,0,5,"seq_25",FALSE,FALSE,"TN","GENECONV"
"12926",0.1,0.1,100,0,5,"seq_26",FALSE,FALSE,"TN","GENECONV"
"12927",0.1,0.1,100,0,5,"seq_27",FALSE,FALSE,"TN","GENECONV"
"12928",0.1,0.1,100,0,5,"seq_28",FALSE,FALSE,"TN","GENECONV"
"12929",0.1,0.1,100,0,5,"seq_29",FALSE,FALSE,"TN","GENECONV"
"12930",0.1,0.1,100,0,5,"seq_30",FALSE,FALSE,"TN","GENECONV"
"12931",0.1,0.1,100,0,5,"seq_31",FALSE,FALSE,"TN","GENECONV"
"12932",0.1,0.1,100,0,5,"seq_32",FALSE,FALSE,"TN","GENECONV"
"12933",0.1,0.1,100,0,5,"seq_33",FALSE,FALSE,"TN","GENECONV"
"12934",0.1,0.1,100,0,5,"seq_34",FALSE,FALSE,"TN","GENECONV"
"12935",0.1,0.1,100,0,5,"seq_35",FALSE,FALSE,"TN","GENECONV"
"12936",0.1,0.1,100,0,5,"seq_36",FALSE,FALSE,"TN","GENECONV"
"12937",0.1,0.1,100,0,5,"seq_37",FALSE,FALSE,"TN","GENECONV"
"12938",0.1,0.1,100,0,5,"seq_38",FALSE,FALSE,"TN","GENECONV"
"12939",0.1,0.1,100,0,5,"seq_39",FALSE,FALSE,"TN","GENECONV"
"12940",0.1,0.1,100,0,5,"seq_40",FALSE,FALSE,"TN","GENECONV"
"12941",0.1,0.1,100,0,5,"seq_41",FALSE,FALSE,"TN","GENECONV"
"12942",0.1,0.1,100,0,5,"seq_42",FALSE,FALSE,"TN","GENECONV"
"12943",0.1,0.1,100,0,5,"seq_43",FALSE,FALSE,"TN","GENECONV"
"12944",0.1,0.1,100,0,5,"seq_44",FALSE,FALSE,"TN","GENECONV"
"12945",0.1,0.1,100,0,5,"seq_45",FALSE,FALSE,"TN","GENECONV"
"12946",0.1,0.1,100,0,5,"seq_46",FALSE,FALSE,"TN","GENECONV"
"12947",0.1,0.1,100,0,5,"seq_47",FALSE,FALSE,"TN","GENECONV"
"12948",0.1,0.1,100,0,5,"seq_48",FALSE,FALSE,"TN","GENECONV"
"12949",0.1,0.1,100,0,5,"seq_49",FALSE,FALSE,"TN","GENECONV"
"12950",0.1,0.1,100,0,5,"seq_50",FALSE,FALSE,"TN","GENECONV"
"12951",0.1,0.1,100,0,5,"seq_51",FALSE,FALSE,"TN","GENECONV"
"12952",0.1,0.1,100,0,5,"seq_52",FALSE,FALSE,"TN","GENECONV"
"12953",0.1,0.1,100,0,5,"seq_53",FALSE,FALSE,"TN","GENECONV"
"12954",0.1,0.1,100,0,5,"seq_54",FALSE,FALSE,"TN","GENECONV"
"12955",0.1,0.1,100,0,5,"seq_55",FALSE,FALSE,"TN","GENECONV"
"12956",0.1,0.1,100,0,5,"seq_56",FALSE,FALSE,"TN","GENECONV"
"12957",0.1,0.1,100,0,5,"seq_57",FALSE,FALSE,"TN","GENECONV"
"12958",0.1,0.1,100,0,5,"seq_58",FALSE,FALSE,"TN","GENECONV"
"12959",0.1,0.1,100,0,5,"seq_59",FALSE,FALSE,"TN","GENECONV"
"12960",0.1,0.1,100,0,5,"seq_60",FALSE,FALSE,"TN","GENECONV"
"12961",0.1,0.1,100,0,5,"seq_61",FALSE,FALSE,"TN","GENECONV"
"12962",0.1,0.1,100,0,5,"seq_62",FALSE,FALSE,"TN","GENECONV"
"12963",0.1,0.1,100,0,5,"seq_63",FALSE,FALSE,"TN","GENECONV"
"12964",0.1,0.1,100,0,5,"seq_64",FALSE,FALSE,"TN","GENECONV"
"12965",0.1,0.1,100,0,5,"seq_65",FALSE,FALSE,"TN","GENECONV"
"12966",0.1,0.1,100,0,5,"seq_66",FALSE,FALSE,"TN","GENECONV"
