mut,rec,seqLen,dualInf,rep,generation,population_size,mean_diversity,max_diversity,min_fitness,mean_fitness,max_fitness,max_frequency,mean_distance
0.00010,0.000010,5000,0.1,1,213,10000,3.021782178217822,11.0,5.787037037037044E-4,0.5163049684124367,0.6944444444444449,1799,65.6897
0.010,1.0E-7,2500,0.05,2,213,10000,150.79643564356437,226.0,8.447181417036434E-68,2.7555483533205166E-57,6.15104979274313E-54,1,1797.4217
0.0000010,0.0010,5000,1,3,213,10000,0.0,0.0,8.486676961183562E-4,0.008472065732348712,0.008486676961183557,9505,28.4833
1.0E-7,0.010,2500,0.1,2,213,10000,0.0,0.0,0.5625,0.74991875,0.75,7841,0.391
0.0000010,1.0E-7,100,0.5,2,213,10000,0.17188118811881187,2.0,7.858034223318078E-5,7.736749830655753E-4,7.858034223318073E-4,9583,42.8097
0.010,0.0000010,1000,0.25,3,213,10000,58.84930693069307,94.0,1.2730247843480033E-65,2.9921321352534595E-51,2.844496373190597E-48,1,1797.4079
0.000010,1.0E-7,100,0.25,1,213,10000,0.5318811881188119,4.0,0.024414062500000017,0.24128529866536447,0.3255208333333334,8353,44.2248
0.0010,0.00010,5000,0.5,1,213,10000,30.133861386138612,52.0,1.0850694444444455E-5,0.12537889859865106,0.5787037037037038,11,200.8963
0.010,0.0000010,1000,0.1,1,213,10000,88.04178217821782,153.0,1.2860317080758784E-65,7.736725766464803E-53,6.819091515808586E-50,1,1798.3227
0.000010,0.0000010,1000,0.1,1,213,10000,1.0142574257425743,4.0,0.0018104910850524933,0.04289275668561459,0.06437301635742193,5099,52.3332
0.00010,0.010,2500,0.05,2,213,10000,4.518613861386139,13.0,0.0010000000000000002,0.8591288291666744,1.0,863,62.1858
0.0000010,0.00010,1000,0.1,3,213,10000,0.019801980198019802,1.0,0.021701388888888905,0.21700629340278696,0.26041666666666685,9827,37.1517
1.0E-7,0.0000010,2500,0.25,2,213,10000,0.0,0.0,0.009887695312500002,0.09886063842773439,0.09887695312500003,9993,0.0145
0.00010,0.000010,5000,1,2,213,10000,3.181980198019802,11.0,0.004340277777777785,0.37361511079766885,0.4340277777777783,1608,63.1393
0.00010,1.0E-7,1000,0.05,1,213,10000,6.59029702970297,14.0,0.007500000000000004,0.8540588645833359,1.0,220,59.9748
1.0E-7,0.00010,5000,0.1,2,213,10000,0.0,0.0,0.002145767211914063,0.004290640354156495,0.004291534423828127,9977,12.0364
0.010,0.0010,100,0.25,3,213,10000,55.49683168316832,103.0,1.1250205382247745E-59,6.37925389603169E-49,9.437356287117227E-46,1,1797.8973
0.0010,0.0000010,100,0.25,2,213,10000,29.601584158415843,47.0,4.069010416666674E-6,0.12147651640537221,0.5787037037037037,15,200.5793
1.0E-7,0.0010,2500,0.25,3,213,10000,0.0,0.0,1.7881393432617198E-4,3.575205802917481E-4,3.57627868652344E-4,9574,0.2366
0.010,0.010,2500,1,2,213,10000,91.01247524752475,169.0,1.5610298124714115E-84,7.246308249074527E-68,1.1988708959778644E-64,1,1796.9824
0.000010,0.0010,1000,1,2,213,10000,0.48475247524752474,4.0,0.05000000000000001,0.9839704166666675,1.0,4440,15.4009
0.010,0.010,2500,0,2,213,10000,49.251287128712875,93.0,8.130363606622863E-85,5.040180370500547E-67,1.2124877012163561E-63,1,1796.8885
0.00010,0.000010,100,0.05,2,213,10000,1.3235643564356436,5.0,0.009999999999999995,0.8533461736111134,0.9999999999999997,4690,72.5518
0.0010,0.010,2500,0.1,3,213,10000,31.94138613861386,55.0,2.343750000000002E-5,0.20889898208301647,1.0,10,200.9368
0.0000010,0.010,1000,0.25,2,213,10000,0.09742574257425743,2.0,0.0028610229492187526,0.028464269638061528,0.02861022949218751,8598,6.0974
1.0E-7,0.000010,2500,1,3,213,10000,0.0,0.0,4.5262277126312283E-4,9.053134359419347E-4,0.0018104910850524915,9995,2.0148
0.0000010,0.010,2500,1,1,213,10000,0.019801980198019802,1.0,0.10000000000000002,0.998475,1.0,847,2.6531
0.010,0.00010,1000,0.5,2,213,10000,68.05287128712871,120.0,6.173994863779048E-83,2.204769202463843E-68,6.5855945213633246E-65,1,1798.0689
0.0000010,0.010,2500,0,1,213,10000,1.472079207920792,5.0,0.007233796296296306,0.08912471064814993,0.14467592592592604,4231,36.2268
0.0010,0.0010,2500,0.5,1,213,10000,26.56970297029703,43.0,1.953125000000001E-5,0.18244634122648287,0.8333333333333334,14,201.2274
0.0000010,0.000010,100,1,1,213,10000,0.019801980198019802,1.0,0.10000000000000002,0.9984350000000001,1.0,9807,14.4972
1.0E-7,0.000010,100,0.5,3,213,10000,0.4297029702970297,1.0,0.018750000000000003,0.16491515625,0.1875,7592,4.5609
0.0000010,1.0E-7,1000,0.1,2,213,10000,0.27524752475247527,2.0,0.003352761268615723,0.008610356599092484,0.008940696716308594,8549,46.421
0.00010,0.0000010,100,0,2,213,10000,2.593069306930693,12.0,2.604166666666668E-4,0.22277811848959386,0.26041666666666663,2270,67.5374
0.00010,0.0000010,100,1,2,213,10000,5.677029702970297,15.0,0.0025000000000000005,0.8570756875000083,1.0,348,59.93
0.0000010,0.0010,5000,0.5,2,213,10000,0.3001980198019802,3.0,3.7718564271926923E-4,0.003763231448829175,0.0037718564271926897,9219,22.9248
0.010,1.0E-7,2500,0.1,1,213,10000,66.96673267326733,104.0,1.9509577319551676E-63,1.555499578713297E-51,9.589347444106169E-49,1,1797.7782
0.010,0.010,100,0.05,2,213,10000,62.04039603960396,116.0,9.580149738006714E-81,5.964193571074503E-64,3.8799606438920813E-60,1,1797.2741
1.0E-7,0.0010,2500,0.5,2,213,10000,0.0,0.0,0.07500000000000002,0.7498575,0.75,8541,0.6263
0.010,1.0E-7,5000,0.25,3,213,10000,57.233861386138614,111.0,1.088769092518286E-66,3.664397365962101E-54,3.608200343566195E-51,1,1797.8533
0.00010,0.0000010,1000,0.1,2,213,10000,2.8986138613861385,10.0,0.0034722222222222246,0.6122390904706317,0.8333333333333331,1061,68.2598
1.0E-7,0.000010,1000,0.1,3,213,10000,0.0,0.0,0.05208333333333332,0.05208333333332653,0.05208333333333332,10000,3.0
0.0000010,0.00010,100,0.1,3,213,10000,0.5603960396039604,3.0,0.07500000000000002,0.640785625,0.7500000000000001,5555,10.9398
0.0000010,0.00010,5000,1,1,213,10000,0.05900990099009901,2.0,0.08333333333333337,0.832016666666557,0.8333333333333334,9572,1.0812
0.0000010,0.010,100,0,1,213,10000,0.03920792079207921,1.0,0.01157407407407408,0.11547858796296608,0.11574074074074078,9836,46.9078
0.000010,0.00010,100,0.25,3,213,10000,0.27722772277227725,2.0,0.10000000000000002,0.9869108333333337,1.0,8444,38.9478
0.0010,0.000010,5000,0.25,1,213,10000,28.603960396039604,50.0,7.233796296296308E-6,0.12149609722311691,0.5787037037037039,13,200.4475
0.0000010,0.00010,5000,0,1,213,10000,0.29504950495049503,3.0,0.037500000000000026,0.4849962500000001,0.5000000000000002,8823,44.8112
0.0000010,0.010,100,1,1,213,10000,0.019801980198019802,1.0,0.0625,0.62424375,0.625,5280,3.247
0.00010,0.00010,5000,0.05,1,213,10000,4.938811881188119,13.0,0.005000000000000006,0.8572008333333407,1.0000000000000004,901,61.8004
0.00010,0.0000010,2500,0.25,3,213,10000,4.1118811881188115,12.0,0.0028935185185185197,0.4937004585423445,0.5787037037037038,1116,62.4871
0.010,0.000010,1000,0.1,1,213,10000,124.00554455445544,199.0,1.877151426008197E-64,6.900650357734423E-54,4.556333179810175E-51,1,1797.7061
1.0E-7,0.00010,100,0.1,3,213,10000,0.0,0.0,0.18750000000000003,0.37494375,0.37500000000000006,9980,4.0206
0.010,0.0010,5000,0.25,3,213,10000,149.8922772277228,239.0,3.915147942237611E-68,6.298627082710332E-57,6.568528269887353E-54,1,1798.3278
1.0E-7,1.0E-7,1000,1,2,213,10000,0.03920792079207921,1.0,8.840288501232857E-5,1.803772465791553E-4,3.5361154004931434E-4,9789,10.8753
0.0010,0.0000010,5000,0.05,1,213,10000,29.16158415841584,58.0,5.273437500000007E-5,0.21542002730982746,1.0000000000000002,8,200.6593
0.0000010,0.0010,2500,0.5,2,213,10000,0.019801980198019802,1.0,0.10000000000000002,0.9986000000000002,1.0,9296,13.6063
0.00010,1.0E-7,100,0.05,1,213,10000,2.7144554455445546,12.0,0.006250000000000002,0.5352765451388888,0.7500000000000002,2383,62.8146
0.0010,0.010,1000,0.25,1,213,10000,33.632871287128715,53.0,7.81250000000001E-6,0.21309325067448326,1.0,13,200.5115
0.000010,0.00010,1000,0.5,1,213,10000,0.6510891089108911,4.0,0.00762939453125,0.15746234893798586,0.20345052083333337,3324,53.053
0.0010,1.0E-7,1000,0.1,1,213,10000,23.113861386138613,44.0,1.0172526041666695E-5,0.121852090028636,0.5787037037037042,22,200.68
1.0E-7,0.0010,5000,0.5,2,213,10000,0.03920792079207921,1.0,2.728484105318777E-6,2.978440534207038E-5,5.45696821063757E-5,8622,3.5043
0.00010,0.0010,100,1,2,213,10000,2.3976237623762375,9.0,0.0031250000000000006,0.48290711805555586,0.625,4555,73.4722
0.010,1.0E-7,5000,0.1,1,213,10000,57.96910891089109,97.0,9.513809499636382E-65,5.090372245050112E-53,6.305787139091604E-50,1,1796.9699
0.000010,0.010,5000,0.05,3,213,10000,0.5433663366336634,4.0,0.10000000000000002,0.984865,1.0,7123,14.0022
0.0010,0.0010,5000,0.5,1,213,10000,38.135049504950494,64.0,1.4062500000000015E-5,0.21108946971525952,1.0,12,200.6392
0.000010,0.0000010,1000,0.05,2,213,10000,0.7267326732673267,4.0,0.005960464477539062,0.07183343999916013,0.10596381293402767,6368,49.4453
0.00010,0.010,1000,0.1,3,213,10000,6.465742574257426,19.0,0.005000000000000002,0.858947437500002,1.0,277,58.433
1.0E-7,1.0E-7,1000,0.1,2,213,10000,0.0,0.0,0.015625000000000007,0.03124609375,0.03125,9996,0.0128
0.0010,0.010,5000,0.1,3,213,10000,38.30831683168317,62.0,1.8750000000000032E-5,0.21466453856266693,1.0,16,200.5435
0.010,0.0010,1000,0.5,1,213,10000,88.8219801980198,133.0,2.3490887653424313E-64,9.522407442450922E-54,7.784922393940804E-51,1,1798.6312
0.0010,0.0000010,100,0.1,1,213,10000,17.972277227722774,39.0,7.81250000000001E-6,0.1767503252126809,0.8333333333333334,10,201.0772
0.0000010,0.0000010,100,0.1,1,213,10000,0.019801980198019802,1.0,0.004521122685185187,0.04517588674285929,0.054253472222222245,9872,4.4898
0.0000010,0.000010,2500,0.25,1,213,10000,0.019801980198019802,1.0,0.10000000000000002,0.998885,1.0,9821,37.0378
0.0000010,0.000010,2500,1,3,213,10000,0.0,0.0,0.0018859282135963449,0.0037675187923014173,0.0037718564271926897,9913,35.0418
0.010,1.0E-7,2500,1,1,213,10000,100.15623762376238,182.0,2.0623001506438484E-68,1.1126053585953747E-55,3.604130737935784E-52,1,1797.7951
0.000010,0.010,100,0.05,3,213,10000,0.3607920792079208,4.0,0.043402777777777776,0.42712926793983713,0.5208333333333333,7403,40.3967
1.0E-7,0.010,1000,0.25,2,213,10000,0.0,0.0,0.15625000000000003,0.31234375000000003,0.31250000000000006,5681,0.3835
1.0E-7,1.0E-7,2500,0.25,3,213,10000,0.0,0.0,0.002929687500000001,0.029290576171875006,0.029296875000000003,9996,0.0098
1.0E-7,0.010,100,0.05,1,213,10000,0.0,0.0,1.8417267710901712E-5,3.6823485061177046E-5,3.683453542180355E-5,8645,4.1152
0.0010,0.0010,100,0.5,2,213,10000,25.818811881188118,44.0,8.13802083333334E-7,0.17361086633046474,0.8333333333333335,11,200.9589
0.0010,0.0000010,1000,1,3,213,10000,32.163366336633665,57.0,3.2552083333333346E-5,0.18041899668771225,0.8333333333333335,13,201.02
0.00010,0.0010,1000,0.05,1,213,10000,3.0316831683168317,11.0,0.005787037037037051,0.5113534525302371,0.6944444444444452,1240,65.3404
0.00010,0.010,5000,1,2,213,10000,3.645940594059406,11.0,4.1666666666666734E-4,0.35717278935182234,0.5,238,62.2234
1.0E-7,0.00010,2500,0.1,2,213,10000,0.0,0.0,0.03750000000000001,0.374919375,0.375,9973,0.0848
0.00010,0.010,5000,0,2,213,10000,4.786930693069307,12.0,0.0031250000000000036,0.7150236458332702,1.0000000000000007,943,62.6413
0.0010,0.00010,2500,0.5,1,213,10000,26.374851485148515,50.0,1.4648437499999998E-5,0.183647453939183,0.8333333333333331,16,200.4402
0.0000010,0.0000010,100,0.05,3,213,10000,0.0,0.0,0.10000000000000002,0.998925,1.0,9727,15.7069
0.00010,0.000010,1000,0.05,3,213,10000,4.369108910891089,12.0,0.00578703703703704,0.4919278552732035,0.5787037037037042,648,67.2517
0.000010,1.0E-7,1000,0.5,3,213,10000,1.4467326732673267,5.0,0.008583068847656253,0.09222072760264081,0.12715657552083334,6439,53.8407
1.0E-7,0.00010,1000,0.05,2,213,10000,0.0,0.0,0.022888183593750007,0.04576492309570313,0.04577636718750002,9994,18.0047
0.000010,0.00010,1000,0.25,3,213,10000,0.5805940594059406,4.0,0.03125000000000004,0.3944997685184668,0.41666666666666713,6930,49.2023
0.00010,0.0010,1000,0.5,2,213,10000,2.763168316831683,11.0,0.0028935185185185223,0.4989321670846548,0.5787037037037044,1748,63.2103
1.0E-7,0.0010,100,0.5,3,213,10000,0.0,0.0,0.375,0.7498125,0.75,8827,0.3139
0.0010,0.00010,100,1,2,213,10000,36.58019801980198,62.0,1.8750000000000032E-5,0.2208482425867772,1.0,9,200.7531
0.010,0.0000010,5000,1,2,213,10000,109.00950495049504,187.0,1.1854070138455315E-81,2.4276619911456975E-66,9.710854257421438E-63,1,1797.7932
0.00010,0.000010,2500,0.1,1,213,10000,2.443960396039604,8.0,0.013020833333333324,0.42332673550831723,0.5208333333333326,3429,71.6338
0.010,0.0010,2500,0.05,2,213,10000,98.12237623762377,190.0,3.394732758261723E-64,2.192067777184603E-53,1.9531606566404132E-50,1,1797.9149
0.010,0.0000010,5000,0,2,213,10000,49.97168316831683,74.0,1.1988708959782412E-85,2.02432797309287E-68,4.092145991605112E-65,1,1797.8756
0.000010,0.0010,100,0.5,1,213,10000,0.5481188118811882,5.0,0.07500000000000002,0.9830566666666671,1.0,6688,11.2527
1.0E-7,1.0E-7,2500,1,1,213,10000,0.1302970297029703,1.0,0.0016093254089355475,0.0017000913619995121,0.003218650817871095,9333,10.0568
0.00010,0.0000010,5000,0.05,2,213,10000,2.6954455445544556,10.0,0.005000000000000002,0.8627224166666742,1.0,2655,64.9998
0.000010,0.010,100,1,3,213,10000,0.47405940594059404,5.0,0.05000000000000001,0.9840925000000001,1.0,572,18.5259
0.000010,0.010,100,0.1,1,213,10000,1.3675247524752476,4.0,0.0164794921875,0.16271317291259768,0.2929687500000001,3750,36.2294
1.0E-7,0.010,5000,0.1,2,213,10000,0.0,0.0,8.287770469905818E-5,1.6573054608670648E-4,1.657554093981164E-4,8166,1.2233
0.000010,0.0000010,100,0.1,2,213,10000,2.4942574257425743,7.0,0.005722045898437501,0.06783326069513743,0.08477105034722221,4789,48.5559
0.010,1.0E-7,1000,1,2,213,10000,81.09742574257426,215.0,8.830478952547226E-66,1.5791261130722404E-54,1.4815085277033527E-51,1,1798.1682
0.000010,0.00010,100,0.5,2,213,10000,0.5932673267326732,5.0,0.007629394531250007,0.07459780375162761,0.10172526041666673,8208,37.1102
0.0010,0.0010,5000,1,2,213,10000,36.59247524752475,64.0,9.375000000000016E-6,0.2101610489006886,1.0,16,200.7316
0.000010,1.0E-7,2500,0.05,1,213,10000,0.5706930693069306,4.0,0.10000000000000002,0.9837850000000002,1.0,6591,12.4209
1.0E-7,1.0E-7,5000,0.05,2,213,10000,0.0,0.0,2.4863311409717412E-5,2.485983054612006E-4,2.48633114097174E-4,9997,6.009
0.0000010,0.0010,1000,0.05,2,213,10000,0.1302970297029703,1.0,0.03750000000000001,0.3666653125,0.37500000000000006,9128,38.728
0.000010,0.000010,5000,0.5,3,213,10000,0.3944554455445545,2.0,0.0416666666666667,0.4921795833333336,0.5000000000000003,8573,36.7694
0.010,0.010,2500,0.1,1,213,10000,91.55881188118812,153.0,7.821464275034277E-65,1.835322902375551E-52,2.6970039686548224E-49,1,1797.5919
0.010,1.0E-7,100,0.05,2,213,10000,72.28613861386138,117.0,1.750207517551135E-67,1.377624630832648E-55,1.4848561084633735E-52,1,1796.6926
0.000010,0.0010,5000,0.1,3,213,10000,0.25702970297029704,2.0,0.10000000000000002,0.984771666666667,1.0,5909,39.3343
0.0000010,0.010,1000,0.5,1,213,10000,0.0,0.0,0.018750000000000003,0.18721968749999995,0.375,8879,2.4154
0.000010,0.010,2500,0.25,2,213,10000,0.37445544554455445,4.0,0.10000000000000002,0.9842958333333334,1.0,5427,28.8992
0.0010,1.0E-7,1000,0.25,1,213,10000,32.766930693069305,63.0,1.1718750000000009E-5,0.21313154284731992,0.9999999999999999,16,201.0388
0.00010,1.0E-7,5000,0.1,2,213,10000,3.691683168316832,13.0,4.1198730468750016E-4,0.0470182665348053,0.07324218749999997,1529,75.2872
0.00010,1.0E-7,5000,0.1,3,213,10000,5.287524752475248,16.0,0.010000000000000004,0.8513670416666693,1.0,634,57.0801
0.0010,0.0000010,2500,1,1,213,10000,42.76059405940594,69.0,1.6479492187500015E-6,0.2148334605030955,1.0,11,201.1934
0.000010,0.010,2500,0.25,3,213,10000,0.41504950495049503,4.0,0.05000000000000001,0.9858975000000005,1.0,3514,23.3185
0.000010,0.0010,5000,0.1,2,213,10000,0.5639603960396039,4.0,0.10000000000000002,0.9850950000000003,1.0,4011,26.6369
0.010,1.0E-7,100,0.05,3,213,10000,105.19485148514852,174.0,1.1787266521740026E-63,4.627712330501053E-52,2.0599741300500293E-49,1,1797.4535
0.000010,0.000010,5000,0.5,2,213,10000,1.4815841584158416,5.0,0.00223517417907715,0.02773699288566907,0.03973642985026045,4008,48.6808
0.0000010,0.0010,1000,0.05,3,213,10000,0.019801980198019802,1.0,0.10000000000000002,0.9984400000000001,1.0,9906,35.1012
0.0000010,0.000010,5000,0.05,1,213,10000,0.0594059405940594,2.0,0.012715657552083343,0.025453143649627353,0.05086263020833338,9635,34.1926
1.0E-7,1.0E-7,5000,0.05,3,213,10000,0.0,0.0,0.1875,0.37498125,0.375,9984,0.0511
0.0010,0.0010,5000,1,3,213,10000,27.21821782178218,47.0,1.2207031250000016E-5,0.10864032302491462,0.5208333333333337,10,200.7835
0.000010,0.00010,100,0.5,3,213,10000,0.521980198019802,4.0,0.10000000000000002,0.9847100000000005,1.0,8155,22.9181
1.0E-7,0.0000010,5000,0.5,1,213,10000,0.019801980198019802,1.0,0.06103515624999999,0.1220001220703125,0.1220703125,9960,4.0878
0.0000010,0.000010,1000,1,1,213,10000,0.24554455445544554,3.0,0.005722045898437506,0.05560231208801271,0.05722045898437502,9162,27.221
0.010,1.0E-7,1000,1,3,213,10000,101.84237623762377,164.0,1.2814687068216616E-61,1.649677779514443E-51,7.09401053147882E-49,1,1798.135
0.000010,0.0000010,100,0.1,3,213,10000,0.8958415841584159,4.0,0.013563368055555565,0.3231412157600376,0.4822530864197533,4601,47.9186
1.0E-7,0.010,5000,0.1,3,213,10000,0.0,0.0,0.1875,0.374934375,0.375,8669,3.806
0.000010,0.010,100,1,2,213,10000,0.5900990099009901,4.0,0.10000000000000002,0.9853350000000001,1.0,2063,20.9475
0.00010,0.0000010,5000,0.05,3,213,10000,3.9247524752475247,14.0,0.0034722222222222246,0.5923252314814297,0.6944444444444452,1179,63.4572
0.010,0.0010,2500,0.05,3,213,10000,65.12712871287128,112.0,5.499467068383273E-64,4.279001689386955E-53,2.5284412206138304E-50,1,1796.312
0.010,0.0000010,5000,0,3,213,10000,53.879207920792076,84.0,1.8665893002819474E-84,4.813082384483306E-67,4.53069616234305E-64,1,1798.2372
1.0E-7,0.000010,1000,0.25,1,213,10000,0.0,0.0,0.375,0.74990625,0.75,9997,0.0086
0.010,0.0000010,5000,1,3,213,10000,70.30970297029702,110.0,2.250421127847257E-84,5.516926900306571E-69,7.374179951729112E-66,1,1797.1282
0.0010,0.00010,100,1,3,213,10000,21.9,40.0,8.13802083333335E-6,0.10757977933599026,0.520833333333334,13,201.0208
1.0E-7,0.0010,100,0.5,2,213,10000,0.0,0.0,0.004687499999999998,0.04686609374999999,0.04687499999999999,9570,2.094
0.0010,0.010,100,0.05,1,213,10000,25.514455445544556,53.0,3.390842013888894E-6,0.12510004687847262,0.5787037037037039,9,200.6584
0.0010,0.0000010,2500,0.25,1,213,10000,32.88752475247525,52.0,9.765625000000005E-6,0.22332183885125037,1.0,16,200.6192
0.00010,0.0010,1000,0.5,3,213,10000,5.418019801980198,14.0,0.010000000000000004,0.8570582673611136,1.0,283,57.9048
0.000010,0.00010,1000,0.25,2,213,10000,2.2669306930693067,10.0,0.003352761268615723,0.04137794673442841,0.05960464477539063,4576,55.3283
0.000010,0.010,5000,0.1,1,213,10000,0.47326732673267324,4.0,0.10000000000000002,0.9843050000000007,1.0,7010,24.4745
1.0E-7,0.00010,1000,0.05,3,213,10000,0.0,0.0,0.5,0.9998416666666666,1.0,9996,11.0059
0.00010,0.000010,1000,0.05,2,213,10000,4.64990099009901,11.0,0.010000000000000014,0.857890883680558,1.0000000000000004,359,60.021
0.0000010,0.0000010,100,0.05,2,213,10000,0.34415841584158413,1.0,0.014062499999999999,0.13634249999999998,0.14062499999999997,8178,45.4847
0.000010,1.0E-7,1000,0.5,2,213,10000,0.9318811881188119,6.0,0.018310546875000007,0.18761634318033854,0.2441406250000001,7072,53.371
1.0E-7,0.00010,2500,0.1,3,213,10000,0.49386138613861386,1.0,0.17578125,0.283833984375,0.35156250000000006,6145,12.1665
0.00010,0.010,5000,0,3,213,10000,5.638415841584158,14.0,0.0010000000000000002,0.8566936555555638,1.0,346,61.6545
0.010,0.00010,100,0.25,1,213,10000,83.69861386138614,143.0,2.718852737665025E-65,1.0269873886895069E-53,4.1053301686797586E-51,1,1797.7331
0.0010,0.000010,5000,0.5,1,213,10000,33.17465346534654,57.0,7.031250000000019E-6,0.2055016078685254,0.9999999999999999,8,200.9893
0.0000010,0.000010,5000,0.5,1,213,10000,0.15207920792079208,2.0,0.010172526041666675,0.11062825520832661,0.20345052083333356,8981,37.8258
0.00010,0.010,5000,1,3,213,10000,5.07069306930693,15.0,8.333333333333348E-4,0.7136015416666044,0.8333333333333334,145,62.2863
0.000010,1.0E-7,5000,0.25,1,213,10000,0.13861386138613863,2.0,0.021701388888888926,0.42745117187502235,0.4340277777777783,8524,34.7629
1.0E-7,1.0E-7,2500,0.25,2,213,10000,0.0,0.0,0.015625000000000007,0.15618515625,0.15625000000000003,9987,13.002
0.0010,0.0000010,1000,1,2,213,10000,33.78752475247525,59.0,3.295898437500003E-6,0.16298247849537326,0.7500000000000001,10,200.8108
0.0010,0.0010,100,0.5,3,213,10000,31.764158415841585,56.0,1.8750000000000032E-5,0.21088922815148217,1.0000000000000002,9,201.2098
0.0010,0.00010,100,0.1,1,213,10000,17.59009900990099,38.0,1.8084490740740753E-5,0.12128760287536254,0.5787037037037036,17,201.0982
0.0000010,0.000010,2500,1,2,213,10000,1.3956435643564356,3.0,0.0014128508391203717,0.013131901069924453,0.014128508391203708,7206,52.237
1.0E-7,0.010,1000,0.25,3,213,10000,0.019801980198019802,1.0,1.864748355728808E-5,1.8643785139715874E-4,2.4863311409717485E-4,7950,1.8148
0.000010,0.010,100,0.05,2,213,10000,0.35485148514851483,3.0,0.06250000000000006,0.8209611111109972,0.8333333333333338,7482,27.4002
0.0000010,0.0000010,5000,0.1,1,213,10000,0.07881188118811881,2.0,0.009042245370370374,0.09029149184991597,0.09042245370370376,9853,28.2529
0.0010,0.0000010,1000,0.5,1,213,10000,35.297425742574255,59.0,2.5000000000000018E-5,0.20798676885538747,0.9999999999999999,13,200.3684
0.0010,0.010,5000,0.1,2,213,10000,37.90673267326733,57.0,6.250000000000011E-5,0.2098966957534791,1.0,15,200.526
0.000010,0.010,5000,0.05,2,213,10000,1.213069306930693,4.0,0.01157407407407408,0.22214256365741097,0.28935185185185197,4407,45.5043
1.0E-7,1.0E-7,1000,0.1,3,213,10000,0.03920792079207921,1.0,0.07500000000000002,0.7498575,0.75,9876,0.0287
0.00010,0.010,1000,0.1,2,213,10000,2.9116831683168316,10.0,0.0041666666666666675,0.71452622106476,0.8333333333333334,1879,62.7251
0.000010,0.0000010,1000,0.05,3,213,10000,0.17584158415841583,2.0,0.005364418029785153,0.054197624325752244,0.07152557373046868,8663,55.6309
1.0E-7,0.0010,5000,0.5,3,213,10000,0.0,0.0,4.7148205339908654E-4,9.428462362848224E-4,9.429641067981732E-4,9525,7.8712
0.00010,0.0010,100,1,3,213,10000,6.002574257425742,14.0,0.003750000000000002,0.8591438333333357,1.0,317,59.2932
1.0E-7,1.0E-7,1000,1,3,213,10000,0.0,0.0,0.015258789062500002,0.15255508422851566,0.15258789062500006,9994,0.0187
0.0000010,0.0010,2500,0.5,3,213,10000,0.019801980198019802,1.0,0.028610229492187535,0.05720663070678712,0.07629394531250008,9756,25.161
0.000010,0.0010,100,0.05,1,213,10000,1.9778217821782178,6.0,0.010299682617187507,0.10867126464843753,0.1831054687500001,3986,52.8368
0.010,0.0010,5000,0.25,2,213,10000,85.8740594059406,165.0,1.4400262889275805E-61,1.5895881855062463E-50,1.3107439287661128E-47,1,1797.622
0.0000010,0.00010,1000,0.25,1,213,10000,0.019801980198019802,1.0,0.10000000000000002,0.9985933333333334,1.0,9828,6.5574
0.0010,0.00010,1000,0.25,1,213,10000,36.76792079207921,62.0,9.374999999999992E-5,0.21400361630859357,1.0,15,200.4868
1.0E-7,0.00010,100,0.1,2,213,10000,0.0,0.0,0.027465820312500003,0.03661834716796875,0.03662109375,9997,22.9952
0.010,0.000010,1000,0.05,1,213,10000,88.96415841584158,144.0,1.5894862114583153E-64,2.6688668080731364E-52,4.500082152898621E-49,1,1797.9257
0.000010,0.000010,1000,0.05,1,213,10000,0.6534653465346535,7.0,0.032552083333333384,0.3219645182292012,0.4340277777777783,8792,51.9316
0.00010,0.0000010,2500,0.25,2,213,10000,2.8817821782178217,10.0,0.0028935185185185197,0.4936886493698905,0.6944444444444446,1245,66.8908
0.010,0.000010,1000,0.1,2,213,10000,70.7730693069307,126.0,1.0323143988321951E-67,8.095579733292643E-57,5.137457129803908E-54,1,1797.534
0.0010,0.00010,1000,0.25,3,213,10000,28.13148514851485,55.0,1.2056327160493845E-5,0.14668222343604256,0.6944444444444446,10,200.7221
0.0000010,0.00010,1000,0.25,3,213,10000,0.0,0.0,0.07500000000000002,0.7486275,0.75,9765,0.7231
0.000010,0.000010,1000,0.05,3,213,10000,0.35524752475247523,2.0,0.06250000000000003,0.822458680555442,0.8333333333333335,8355,30.4015
0.010,0.000010,1000,0.05,3,213,10000,69.65782178217822,133.0,7.508605704032104E-63,4.108834212704432E-52,3.2400591500869798E-49,1,1797.0557
0.000010,0.00010,1000,0.5,2,213,10000,0.3120792079207921,3.0,0.03472222222222224,0.6788697916665869,0.6944444444444446,8340,56.4415
0.00010,1.0E-7,100,0.05,2,213,10000,5.047128712871287,12.0,0.025,0.8584370312500016,0.9999999999999999,686,58.3654
0.0010,0.010,1000,0.25,2,213,10000,35.70356435643564,62.0,3.125000000000005E-5,0.19730259836001907,1.0,8,200.8721
0.000010,0.0010,100,0.05,3,213,10000,0.5722772277227722,3.0,0.10000000000000002,0.9842308333333338,1.0,5010,11.566
0.0000010,0.0010,2500,0.5,1,213,10000,0.0,0.0,0.10000000000000002,0.9981866666666667,1.0,9656,13.4901
1.0E-7,1.0E-7,1000,1,1,213,10000,0.0,0.0,0.004827976226806644,0.009651848673820497,0.009655952453613288,9957,13.0481
0.0010,0.0000010,5000,0.05,2,213,10000,34.47564356435644,57.0,2.636718750000003E-5,0.22096355070789492,0.9999999999999999,14,201.056
